#Table1
objid,ra,dec,specobjid,ra1,dec1
1237678907860779145,10.4496290224483,10.8595530665026,6368100418120341504,10.449629,10.859556
1237678920209137936,10.4501290439855,12.942964917878,12432305660582189056,10.450129,12.942965
1237678919672266905,10.4505283264431,12.5880826240967,12432303186681026560,10.450528,12.588083
1237678919672267120,10.4511063327354,12.5418271565414,6982927809510660096,10.451103,12.541827
1237678919135462020,10.687554077503,12.1969896688801,6986365706167408640,10.687553,12.196988
1237678859013062863,10.6880836962174,12.3896631352479,12432291366931027968,10.688084,12.389663
1237678919135461576,10.6886557520707,12.2022172457648,6982913240981592064,10.688654,12.202216
1237679319630873260,10.8200843067352,10.6044911287517,5114063699259447296,10.820086,10.604491
1237678859013194504,10.9579410092955,12.3305716726518,12432278447669401600,10.957941,12.330572
1237679319630938403,10.9593109360551,10.5911836971345,12438009651391649792,10.959311,10.591184
1237678919135658346,11.0885747130177,12.1842931078119,6986387696399964160,11.088573,12.184292
1237679319631069639,11.2188579024911,10.6569363688806,6986292313766254592,11.218856,10.656933
1237678859550130732,11.2192719829985,12.6878844733864,6982882729533921280,11.219267,12.687884
1237678907324236205,11.2196760094307,10.4702064868716,12438033016013740032,11.219558,10.47022
1237678857939517953,11.2199280096719,11.5104688533424,6982876682219968512,11.219924,11.51047
1237678907324301629,11.3652460190057,10.4852716471694,12438053082100946944,11.365246,10.485272
1237678859550196211,11.3665195072379,12.7524707375342,12432249860367079424,11.36652,12.752471
1237678859550392829,11.7983345275292,12.8314523281056,6982856616132761600,11.798334,12.831452
1237678859013521638,11.800071040649,12.3383060214109,12432222647454291968,11.800071,12.338306
1237678859013587144,11.9453501616077,12.3181877904099,6986431676865075200,11.94535,12.318185
1237678858476716293,11.9464712970548,11.8777312968561,6986434975399958528,11.946474,11.877728
1237678907324629152,12.097497533724,10.3969891350914,6986245584522074112,12.097496,10.396984
1237678907861565742,12.2567097373275,10.7774061426474,6986237338184865792,12.256708,10.7774
1237678907861565739,12.2567883579462,10.9021482618871,6986238712574400512,12.256787,10.90214
1237678919673118948,12.4227904596636,12.4965255707951,6987451199995009024,12.422794,12.496522
1237678859013849548,12.5859916627075,12.252417944864,6986468785382512640,12.585987,12.252422
1237678833756471391,12.5862363300675,10.1833922988797,6986220570632542208,12.586235,10.183393
1237678907324825845,12.5865458275211,10.5206785125384,6986224144045332480,12.586541,10.520682
1237678859550720143,12.5871184033884,12.7709735272725,6987450650239195136,12.587116,12.770977
1237678858477175103,12.9313874448455,11.9100902789529,6424528183266400256,12.931387,11.910085
1237678834830344654,12.9319810838258,11.0827023901952,6986210675027892224,12.931981,11.0827
1237678920208941551,10.0224349277061,12.9869345667464,6983000927033907200,10.022432,12.986933
1237678858475929743,10.0229052597937,12.005463134763,6981956664523249664,10.022905,12.005465
1237679320167416014,10.0230787261278,11.1341470016761,6981963261593016320,10.023078,11.134144
1237678920209007357,10.1670059038374,12.9178694938203,6982939904138565632,10.167002,12.917869
1237678918598459746,10.2828952483234,11.7113936350925,6981970683296503808,10.282893,11.711394
1237679320167547074,10.4103994476036,11.1029020492484,6986339317888342016,10.410398,11.102899
1237678906787037458,10.4121102167941,10.0005621703119,5114045282439682048,10.412107,10.000563
1237678858476126910,10.5482006066291,12.0096439587253,6982920662685079552,10.548198,12.009641
1237678920209137725,10.5493401942059,12.8989094563021,12432295764977539072,10.54934,12.898909
1237678906787168525,10.6789883245278,10.1440281891233,6986331346429040640,10.678986,10.144025
1237678859549933708,10.6792800815679,12.7825523301336,12432293565954283520,10.67928,12.782552
1237678859013063480,10.6797958386595,12.3044975583311,6986363782022060032,10.679795,12.304495
1237678858476192159,10.6804252056855,11.8802480503735,6986367355434850304,10.680424,11.880247
1237678920209204076,10.6808662355375,12.8872382200751,12432293291076376576,10.680866,12.887238
1237678907860910536,10.8190782113772,10.7947717954168,6986318976923228160,10.81908,10.794772
1237679319094067422,10.9540694825972,10.2626141106604,12438012675048626176,10.954069,10.262614
1237678859013194502,10.9542399827467,12.4021767236228,12432280096936843264,10.95424,12.402177
1237678906787234430,10.9544327813821,10.1361523066911,5114077718032701440,10.95443,10.136153
1237678920209334633,10.9545826252501,12.9975445021388,6983043533109483520,10.954585,12.997546
1237679319094067626,10.9553144092946,10.2860306612249,5114076343643166720,10.955314,10.286028
1237678858476388860,11.2217474944201,11.9066065073164,6986389620545312768,11.221744,11.906603
1237678906787430914,11.3686101440347,10.1119704844383,12438057205269551104,11.36861,10.11197
1237678859550327209,11.6527040299545,12.6341520990992,6982864587592062976,11.652702,12.634152
1237678859013456350,11.6534395799661,12.4069908036487,12432236116471732224,11.653441,12.406991
1237678918599049585,11.6546694114678,11.751865631075,6982842597359507456,11.654665,11.751867
1237678859550327201,11.6547779116413,12.8160709429414,6982868985638574080,11.654775,12.81607
1237679319094395531,11.7972889749443,10.1484244251534,6986257954027886592,11.797289,10.148422
1237678919672856918,11.7976604792634,12.4818922693181,12432225121355454464,11.79766,12.481892
1237678919135985768,11.7979120359942,12.0896776196096,6986422331016239104,11.797911,12.089675
1237678907861434522,11.9604127458653,10.8612096207652,6986260427929049088,11.96041,10.861207
1237678858476781700,12.1144419134836,11.8484782523654,6986451742952282112,12.114442,11.848479
1237678906787758464,12.1150443852689,10.0513762679627,6986243935254632448,12.115042,10.051372
1237678920209924103,12.2691454217997,12.825572331547,12432205055268247552,12.269145,12.825572
1237678919136182997,12.2701092211993,12.1672787099231,12432199832588015616,12.270109,12.167279
1237678859013718503,12.2707325079875,12.2621078511622,6987457797064775680,12.270728,12.26211
1237678858476847599,12.2713727876796,11.82064822964,6986462463190652928,12.27137,11.82065
1237678919673184653,12.5958977327526,12.3941665635836,6987449550727567360,12.595898,12.394164
1237678834293342728,12.5975429948612,10.5607185572895,5116271244099213312,12.597542,10.56072
1237678907324891528,12.7626667351886,10.4849310176723,6986223319411611648,12.762665,10.484935
1237678859550851525,12.9229993014451,12.7410152307257,6987431133907802112,12.923001,12.741011
1237678919135199627,10.0030790536038,12.0558532458675,6368339012143568896,10.003079,12.055854
1237678859012735122,10.0033145267057,12.3882517924803,6976079500045211648,10.003315,12.38825
1237678920209006705,10.1482907637464,12.9388568364144,6982996803865303040,10.14829,12.938859
1237679319630545071,10.1487135282616,10.6106195594467,6368107839823828992,10.148715,10.610621
1237678918061523210,10.1493239686067,11.3597302595341,6368346158969149440,10.149323,11.359735
1237678918061523138,10.1493253991694,11.3347312782214,6368346708724963328,10.149324,11.334736
1237678859549671951,10.149391443594,12.8514947750219,6982952273644378112,10.149392,12.851497
1237678906786906450,10.1499118782272,10.0069224250842,5114035386835032064,10.149918,10.006919
1237678859549737478,10.272602584073,12.7478996156258,6982938254871123968,10.272602,12.747896
1237678858476061140,10.4013927053981,11.9540657848261,6982933307068798976,10.401391,11.954063
1237678918061719950,10.5460469227326,11.3286454910991,6368362376765659136,10.546047,11.328642
1237679319630873561,10.8232743449041,10.5934105011388,6986322000580204544,10.823276,10.59341
1237678858476388409,11.094705078928,11.9013227227352,6986389895423219712,11.094706,11.901321
1237679320167875055,11.0948038979178,11.0178708366533,6986306882295322624,11.094806,11.017872
1237679320167874662,11.0954161368254,11.1928580228563,6986395942737172480,11.095418,11.192859
1237678858476389053,11.2310845480773,11.9207417871563,6982879430999037952,11.23108,11.920739
1237678919135724155,11.2311386778153,12.0924540916349,12432253708657776640,11.231139,12.092454
1237679319094198661,11.2318714224342,10.1985482163734,12438033840647460864,11.231871,10.198548
1237678859013324877,11.3791702494904,12.4022410029823,6982870634906015744,11.379171,12.40224
1237678906787430585,11.3797616737683,10.0975458532074,12438057480147458048,11.379762,10.097546
1237678918598918559,11.3808047481784,11.6676363058867,6982860189545551872,11.380803,11.667638
1237678918599049439,11.6735446500642,11.7807827395339,12432232817936848896,11.673545,11.780783
1237678918062178699,11.6749342067354,11.2820643572122,6986428653208098816,11.674932,11.282063
1237678859013521848,11.8173213390429,12.2154560650322,6982846720528111616,11.817322,12.215463
1237678918599115116,11.8177927032741,11.7616318492792,6986436074911586304,11.817789,11.761631
1237678859013521478,11.8190079709086,12.3784912828099,6986429477841819648,11.819008,12.378497
1237678907324563600,11.9643995373682,10.4796850719093,5116239358262007808,11.964401,10.479686
1237678918062309443,11.9645416887962,11.2314242176691,6986262901830211584,11.964544,11.231415
1237679319631331813,11.9649971064237,10.6932626820193,6986259878173235200,11.964995,10.69326
1237679320168268010,12.1104076970341,11.0287632433471,6986250807202306048,12.110407,11.028762
1237678834293211289,12.273321421024,10.7447362597446,5116252002645727232,12.273323,10.744735
1237678919136183004,12.2741184237577,12.0511884908132,12432199282832201728,12.274118,12.051188
1237678919673119031,12.428768895571,12.5667387023354,12432203406000805888,12.428769,12.566739
1237678919136248134,12.4305942869809,12.0476495985583,6987448451215939584,12.430592,12.04765
1237678920210055477,12.6033666449558,12.9002373204605,6987451474872915968,12.603366,12.90024
1237678907861696661,12.6039173821485,10.9219581862151,6986218371609286656,12.603914,10.921961
1237678859013849588,12.6051273953555,12.3678555843154,6987449275849660416,12.605125,12.367862
1237678918062637530,12.7706363160804,11.3132170555674,6986219745998821376,12.770634,11.313214
1237678833756537050,12.7718446274105,10.1335917723975,5116286362384095232,12.771842,10.133591
1237678919673250031,12.7721519375538,12.5695935694918,6987430034396174336,12.772155,12.569589
1237678834293474185,12.899760205273,10.5407168559382,6986213148929054720,12.899759,10.540715
1237679320167416297,10.0568958502752,11.0748093626833,6368348083114498048,10.056895,11.074807
1237678920209072265,10.3364209071069,12.9704543330139,12432317755210094592,10.336421,12.970454
1237679320167547258,10.3374204308699,11.0986814377987,6981715871476766720,10.337421,11.09868
1237678919672267166,10.4674313983068,12.4954838680613,6982927259754846208,10.467427,12.495482
1237678907860844940,10.6055791664394,10.9386518995139,6981708724651186176,10.605581,10.938647
1237679320167678703,10.7403749562784,11.0179601489191,6981710923674441728,10.740376,11.01796
1237678918598656634,10.7413875187281,11.741632342034,6986369829336012800,10.741384,11.74163
1237678918598721860,10.8859129396892,11.6270600636439,6986380274696476672,10.88591,11.627059
1237678906787233974,10.8860901646871,10.0686335502348,12438014324316067840,10.88609,10.068634
1237678907324105355,10.8866095713869,10.5124440976835,6986320901068576768,10.886608,10.512444
1237679319094002406,10.8872203649595,10.1842992940392,5114064249015261184,10.88722,10.1843
1237678920209334503,10.8876219291368,12.9070428420739,6982897298062989312,10.887623,12.907044
1237678857939386976,10.8880462646551,11.4686532836752,6982897572940896256,10.888043,11.468654
1237678857939452197,11.0239170181177,11.5632528055762,6986390720056940544,11.023916,11.563253
1237678906787299726,11.0242508173997,10.0568792198615,5114079367300143104,11.024248,10.056881
1237679319094067897,11.0250551364945,10.2386088746054,12438022295775369216,11.025055,10.238609
1237678858476388729,11.1590851025709,11.9543844986417,6982889051725780992,11.159086,11.954384
1237679319094133382,11.1594023039593,10.1904635531959,12438036314548623360,11.159402,10.190463
1237678919672529187,11.159414980204,12.5716277151187,6986385497376708608,11.159416,12.571629
1237678858476454064,11.3018202216267,11.8680877632249,6986401990051125248,11.301821,11.868085
1237678906787496116,11.4477191110221,10.1283567700499,12438056655513737216,11.447719,10.128357
1237678919672726027,11.6026582706738,12.4439796213352,6982865961981597696,11.602659,12.443975
1237679320168071660,11.6039183921415,11.1077115227821,6986272522556954624,11.603919,11.107709
1237678858476585060,11.6039652379748,11.996440896407,12432234192326383616,11.603965,11.996441
1237678919672726014,11.6042078340695,12.5701034316482,6986413534923216896,11.604209,12.5701
1237678858476585415,11.6044688425147,11.9995732971607,6986415459068565504,11.604467,11.99957
1237678859550393064,11.7585917849587,12.6736284828089,12432227320378710016,11.758592,12.673628
1237679320168136954,11.7596054404666,11.0214960136108,6986264001341839360,11.759608,11.021496
1237678857939976277,12.2604909700054,11.3566446032418,6986456140998793216,12.260488,11.356645
1237678859550654695,12.417724346236,12.8024746884285,12432196259175225344,12.417724,12.802475
1237678859550655112,12.4178435977759,12.6589162586806,12432193235518248960,12.417844,12.658916
1237678919673119011,12.4182752199634,12.5445983275417,6987452574384543744,12.418277,12.544594
1237678859550785686,12.7192399025559,12.7160367266098,12432187463082203136,12.71924,12.716037
1237678920210055325,12.7199402761514,12.9117731927254,6987442678779893760,12.71994,12.911777
1237678834293474146,12.8854347749973,10.5614048399179,5116296807744559104,12.885433,10.561403
1237678859013980705,12.8858813706451,12.3697552022061,6987428385128732672,12.885881,12.369753
1237678857939059028,10.0613272172619,11.536319733822,6368345059457521664,10.061325,11.536321
1237678918598328621,10.061723754157,11.6578148382307,6981958863546505216,10.061723,11.657818
1237678859549737270,10.2080086696478,12.7944892627625,6982938804626937856,10.208009,12.794486
1237678857939124613,10.2093760354056,11.4343674513266,6368354955062171648,10.209376,11.434361
1237679320167547240,10.3289780980991,11.1518637795044,6368358528474961920,10.328977,11.15186
1237679319093805438,10.3300062700426,10.2100156325503,6981719444889556992,10.330005,10.210015
1237678907323842964,10.3304277784578,10.5072773039705,6368098768852899840,10.330427,10.507278
1237678858476060982,10.3305929911428,11.8451695750922,6981969034029062144,10.330592,11.845166
1237678907860779435,10.4400603620037,10.8234048084005,6986338768132528128,10.440059,10.823407
1237678919672267412,10.5634049665614,12.500820237239,12432301812291491840,10.563405,12.50082
1237678859012997599,10.5638193490192,12.2632315200403,6982923411464148992,10.563817,12.263228
1237678918598590600,10.6855680723828,11.7424732954319,6982922586830428160,10.685568,11.742472
1237678859013063104,10.6863799836817,12.2829366126102,6982911866592057344,10.686378,12.282934
1237679319093936667,10.6870664101203,10.2463076448514,12437999755786999808,10.687066,10.246308
1237678918061719720,10.6871384004345,11.2269942998926,6368364575788914688,10.687137,11.226989
1237678919135527465,10.8246114557456,12.0353299468353,6982912691225778176,10.824608,12.035331
1237678906787234076,10.9608083865373,10.069636549983,6986309081318578176,10.960808,10.069638
1237678859013194039,10.9613915773593,12.4096172330918,6986377800795314176,10.96139,12.409616
1237678907861041888,11.0912764275915,10.8921187314702,6986306607417415680,11.091271,10.892119
1237679319631069664,11.2253535998516,10.5892241706327,6986300560103462912,11.225354,10.589223
1237678918061982392,11.2254808379353,11.34780174395,6986406113219729408,11.225481,11.347797
1237678906787430923,11.3698404968112,10.0223158939539,12438057755025364992,11.36984,10.022316
1237678907861237850,11.5148112346968,10.8403428023218,6986281318649976832,11.514808,10.84034
1237679319631135869,11.5155015297073,10.6328675854232,6986279669382535168,11.515498,10.632867
1237678918062178917,11.6657461492407,11.3462893769564,6986428103452284928,11.665742,11.346288
1237679319094395051,11.6659340357969,10.2722814244979,6986265650609281024,11.665936,10.272281
1237678907324498200,11.8016515663044,10.4197311834906,12438075347211409408,11.801652,10.419731
1237678858476716604,11.9496483247137,11.8252990797177,6986446245394143232,11.949648,11.825294
1237678906787692856,11.9518802488966,10.1029495392167,5116241282407356416,11.951879,10.102948
1237678859550524075,12.0961618739951,12.7468227876364,12432215500628711424,12.096156,12.746819
1237678833756340505,12.2428961494229,10.2935190452091,6986232940138354688,12.242895,10.293517
1237678907324760168,12.4119658457623,10.4049408523762,5116262448006191104,12.411964,10.404942
1237678859013783733,12.4125808905869,12.1921993187495,12432198458198480896,12.412581,12.192199
1237678859013783987,12.4127324806366,12.2789185326872,6987449000971753472,12.412727,12.278922
1237678907861631328,12.4130117828219,10.7998581514645,6986226617946494976,12.413011,10.799857
1237678857940107438,12.5584779352794,11.4295632489934,6986477856353441792,12.558475,11.429569
1237678833756537301,12.7320432081158,10.2724419888194,5116282788971304960,12.732043,10.272443
1237678907323777414,10.1241406292141,10.4738615254213,12437976940920723456,10.124141,10.473862
1237678859012866575,10.2764258130339,12.4121440653223,6982945951452518400,10.276425,12.41214
1237678918598459728,10.2765068873484,11.7105317981679,6982942103161821184,10.276505,11.710532
1237679319093805247,10.4351906997345,10.3375588567629,5114044182928054272,10.43519,10.337558
1237678918598590523,10.5898270942291,11.7545642171596,6368360452620310528,10.589828,11.754563
1237678857939255913,10.5898413414415,11.5458136304821,6982919838051358720,10.589838,11.545812
1237678919672398075,10.7317263269809,12.6348312551036,12432292466442655744,10.731726,12.634831
1237678859549999604,10.8823496877787,12.8214150343006,12432283120593819648,10.88235,12.821415
1237678918598721960,10.8837013416584,11.6656242135999,6982898672452524032,10.883699,11.665623
1237679319094067950,11.0416436550369,10.2526523951649,5114086789003630592,11.041643,10.252649
1237678857939517901,11.1925514865395,11.4973851866345,6986402264929032192,11.192548,11.497386
1237678859013325257,11.3418898336185,12.3350187653636,6986397592004614144,11.341889,12.335017
1237678919135789574,11.3436606693464,12.1881204868785,6986397317126707200,11.343657,12.18812
1237678907324301468,11.3438517967139,10.4143178802502,12438054456490481664,11.343852,10.414318
1237678859550196155,11.3439689807147,12.7637405186312,6982873933440899072,11.343965,12.763739
1237678859550261658,11.4916708104694,12.7796366855201,12432249035733358592,11.491665,12.779636
1237678907861238048,11.4926355364593,10.8236691780605,6986281593527883776,11.492635,10.823668
1237678906787496302,11.4929111657,10.062679500952,6986276645725558784,11.492909,10.062678
1237678919135920437,11.6503527330508,12.1596025334951,6986422056138332160,11.650351,12.159602
1237678907324498443,11.8205704057082,10.4450200352564,5116237983872473088,11.820568,10.445018
1237678920209727640,11.8207455468869,12.8713090354349,6982857165888575488,11.820743,12.871311
1237678859550458399,11.9927888207085,12.7121797685126,6982851943208343552,11.992788,12.712175
1237678859013652642,12.1625130974589,12.2306911295543,6986444871004608512,12.162511,12.230694
1237678920209924451,12.3316150133575,12.8331431816981,6982840673214158848,12.331623,12.833145
1237678859013783790,12.3322541538627,12.3504283315931,6987458896576403456,12.332249,12.350432
1237678918599311858,12.3323826204071,11.7224471493274,6986463287824373760,12.332379,11.722447
1237678859013783799,12.3324525259882,12.2350771109817,6987457247308961792,12.332448,12.235081
1237678834293211713,12.3329660948824,10.5748044608361,6986235139161610240,12.332966,10.574801
1237678859013915233,12.6728959559108,12.2916623055561,6987437456099661824,12.672892,12.291661
1237678859550785680,12.6736766756658,12.6604872742808,12432187737960110080,12.673677,12.660487
1237678918599443042,12.6740965681735,11.7570031873791,6986481154888325120,12.674096,11.757008
1237678907323777448,10.1372589139873,10.4828073047318,5114024391718754304,10.13726,10.482806
1237678920209006791,10.1380441507399,12.9841652377985,6982999002888558592,10.138042,12.984167
1237678920209138351,10.572788097598,12.8901670226306,6982919013417637888,10.57279,12.890166
1237679319630807743,10.6962452229479,10.7249492368634,6981707625139558400,10.696247,10.724948
1237679319093937026,10.6974694733418,10.2487028744522,6986320351312762880,10.69747,10.248701
1237678859013128363,10.8381772531002,12.4131404446788,6982904444888569856,10.838176,12.41314
1237678918598656573,10.8382696458416,11.6370510538724,6982899771964151808,10.838266,11.637052
1237678919672464234,10.978982404284,12.5204022028878,6986374777138337792,10.978978,12.5204
1237678858476388645,11.1094119010909,11.9229325607302,6982888227092060160,11.109409,11.922928
1237678907324236453,11.2471944400496,10.3872444707953,12438034665281181696,11.247133,10.387284
1237679320167940533,11.2479863449688,11.185961281773,6986405288586008576,11.247985,11.185958
1237678859550131085,11.2484373821538,12.8307116851063,12432260855483357184,11.248437,12.830712
1237678919672660398,11.3937491710962,12.5023202240225,12432256732314753024,11.393749,12.50232
1237678920209597022,11.5383097209398,12.8652477608517,6982869535394387968,11.538307,12.865245
1237678906787496062,11.5385892027185,10.1434854122781,6986278844748814336,11.538588,10.143486
1237678918598984097,11.5388542224441,11.5946352257703,6986409961510426624,11.538851,11.594638
1237678918598984316,11.539800750848,11.6824208203281,6982859090033924096,11.539797,11.682423
1237678919672857203,11.9440085816385,12.5234157901981,6986442122225539072,11.944011,12.523416
1237678918599180684,11.9444897879256,11.6617275468723,6986446795149957120,11.944489,11.661723
1237679320168267944,12.0878510876385,11.0606886938278,6986248333301143552,12.08785,11.060686
1237678857939976385,12.2375215721564,11.5589117056688,6986453941975537664,12.237517,11.558912
1237678859550589052,12.2376982021779,12.8019555554289,6987465218768263168,12.237698,12.801956
1237678833756406070,12.4157494819189,10.2200581835273,5116264097273632768,12.415751,10.220057
1237678834293342724,12.5935925292637,10.5532836057689,6986224418923239424,12.593592,10.553286
1237678907324825619,12.594392462139,10.3712013242621,5116270969221306368,12.594387,10.371204
1237678906787955298,12.5949907691656,10.1050917709328,5116274817512003584,12.594985,10.105091
1237678918599508357,12.7234472010392,11.6739004607143,6986483903667394560,12.723445,11.673902
1237678859013915068,12.7251441800212,12.3194493950666,6987436356588034048,12.725141,12.319448
1237678918062703054,12.877584270263,11.1454608818672,6986213423806961664,12.877586,11.145448
1237678919673315640,12.8790487595961,12.5612109615854,6987428660006639616,12.879053,12.561196
1237678907860582543,10.0777387965697,10.9312835979346,6986345914958108672,10.077739,10.931286
1237679319093674422,10.0781515088274,10.3141194459535,12437976391164909568,10.078152,10.314119
1237679319093740339,10.216358579806,10.3460080367344,5114032363178055680,10.216359,10.346008
1237679319093871293,10.505414545601,10.1731231781535,6986331621306947584,10.505414,10.173121
1237678920209138230,10.5064849368103,12.9545745217401,6983023467022276608,10.506484,12.954572
1237678858476191993,10.6299245386375,12.0190072798949,6986367080556943360,10.629923,12.019005
1237679319630807284,10.6300797225171,10.5966546777176,5114052979021076480,10.63008,10.596654
1237679320167678445,10.631145807379,11.0739683911581,6981710373918627840,10.631145,11.073967
1237678859549934120,10.7875889917788,12.8299788870677,6982907193667639296,10.78759,12.82998
1237679319630872828,10.787918387244,10.5870732778243,6986323100091832320,10.787919,10.587071
1237678859549934253,10.7884129793406,12.7827386694377,12432282845715912704,10.788413,12.782739
1237678920209334897,10.9372485590425,12.8675067085051,6982897023185082368,10.937248,12.867505
1237678907861041609,11.0762848271598,10.9436804077949,6986314853754624000,11.076281,10.943682
1237678907861107076,11.233097046579,10.9599086938323,6986293963033696256,11.233094,10.959906
1237679319094198287,11.2341270519573,10.2700403238325,5114088713148979200,11.234125,10.270037
1237678906787365097,11.2344492342334,10.03388009235,12438035489914902528,11.234449,10.03388
1237678907324235984,11.2348126673279,10.4574310695466,12438031916502112256,11.234639,10.457454
1237679320168005919,11.3845713171255,10.9957526745524,6986285441818580992,11.384571,10.995755
1237678918598918565,11.3851794930488,11.7693515751993,6982860739301365760,11.385177,11.769354
1237678859013390904,11.5334161657722,12.2661551282521,12432245462320568320,11.533416,12.266155
1237678858476520027,11.5340658703164,11.8449645978106,6986407487609264128,11.534064,11.844963
1237678919135920487,11.6938109641489,12.072451408351,6982845621016483840,11.693809,12.07245
1237678857939779771,11.694696980763,11.5083783375946,6986428928086005760,11.694702,11.508378
1237678918062178729,11.6954367467489,11.307111406984,6986439098568562688,11.695434,11.30711
1237678857939780117,11.6955079629313,11.5688694915496,6986437999056934912,11.695509,11.568866
1237678858476716386,11.8611656412592,11.7908836930842,6986435525155772416,11.861167,11.79088
1237678859550457916,12.0206376159429,12.6690011755461,6987468792181053440,12.020634,12.668994
1237678907861434887,12.0221125309189,10.8409335490117,6986249707690678272,12.022111,10.840932
1237678907861434883,12.0225156041199,10.8736093614617,6986248608179050496,12.022514,10.873608
1237678918599246055,12.1748785380191,11.6080933927744,6986454216853444608,12.174879,11.608091
1237678859550785681,12.6778145769441,12.7539224143607,12432188012838017024,12.677815,12.753922
1237678919136313903,12.6784398720091,12.1453516603561,6987437181221754880,12.678439,12.145355
1237678834293473328,12.8524439253129,10.6012812726002,6424518012783843328,12.852445,10.601282
1237678919135264955,10.1132082825173,12.2349990557964,6981954740377901056,10.113204,12.235002
1237678920208941298,10.1139014265535,12.9753080668236,6983000652156000256,10.113897,12.975312
1237678906786906395,10.1142269254075,10.1401721815722,6368104266411038720,10.114223,10.140172
1237679320167416417,10.1142329781763,11.1042433089328,6981962436959295488,10.114233,11.104241
1237679320167481676,10.2644602595927,11.1440385608557,6368359353108682752,10.264463,11.144039
1237678858476061395,10.4244572414282,11.9108859057642,6981966285249992704,10.424455,11.910882
1237679320167613130,10.5737421757329,11.1092419569259,6368364850666821632,10.573743,11.109242
1237678919672332916,10.5740420965678,12.552839197745,12432301537413584896,10.574042,12.552839
1237678858476126423,10.5744854063248,11.9616833279597,6986366255923222528,10.574484,11.961682
1237679319093871155,10.5748061857121,10.2148274718056,6986332445940668416,10.574806,10.214825
1237678859549933737,10.7171159964921,12.8398577961215,12432294665465911296,10.717116,12.839858
1237678859549934194,10.7182392839813,12.7142548968788,6982915165126940672,10.718238,12.714252
1237678919672398066,10.8607795396915,12.5603761989914,6982905544400197632,10.860775,12.560378
1237678919672464033,11.0166323711639,12.5449714791892,6982882179778107392,11.016629,12.544969
1237678920209400420,11.1770482526011,12.9618101431861,12432261954994984960,11.177048,12.96181
1237679319094198612,11.3376850723693,10.1485133246247,12438044835763738624,11.337685,10.148513
1237679320167940749,11.3388995573008,11.119220350171,6986285716696487936,11.338897,11.119217
1237678859013390514,11.4873941312812,12.3823118896762,6982870360028108800,11.487392,12.382311
1237679319631134998,11.4879706563531,10.5832026959582,6986280494016256000,11.487968,10.583203
1237678918062113120,11.4883391300176,11.3102905725615,6986427003940657152,11.488336,11.310293
1237679320168071746,11.634652643911,10.9953590661871,6986273072312768512,11.634653,10.995357
1237679319631200581,11.6358089844643,10.7221457610206,6986270873289512960,11.635808,10.722144
1237678907324432679,11.6360192863578,10.446022232793,12438064901850945536,11.636018,10.446023
1237678859550457990,11.9384290133781,12.6419041757662,12432216050384525312,11.938429,12.641904
1237678920209728280,11.9393265042586,12.8859967627484,12432217424774060032,11.939323,12.885998
1237679320168268362,12.1028187625773,11.121275526916,6986250257446492160,12.102818,11.121273
1237678834830147941,12.4382100026228,10.9756374761317,6986230191359285248,12.438207,10.975636
1237678859550786059,12.7733613095926,12.6702229096949,6987430309274081280,12.773362,12.670219
1237678858477109527,12.7750050528616,11.9488961040671,6424529832533841920,12.775004,11.948895
1237678907324891563,12.7750059088768,10.3630253773572,5116284163360839680,12.775002,10.363027
1237678858477175123,12.9425166752116,11.8945243206373,6987424536838035456,12.942517,11.89452
1237678857938993794,10.0003555945148,11.5465170631782,6981959963058132992,10.000357,11.546516
1237678919135199620,10.0008261313432,12.0366709682274,6368340111655196672,10.000824,12.036671
1237678919135265241,10.1328398746008,12.2233145334573,6981964635982551040,10.132836,12.223317
1237678859549737173,10.280117515471,12.7256544468287,12432316105942652928,10.280118,12.725654
1237679320167481975,10.280325016781,11.0255729429422,6986346189836015616,10.280325,11.025572
1237678858475995728,10.2807183414153,11.8381573213827,6368353030916823040,10.280717,11.838153
1237678907323843120,10.2810268705962,10.576805632946,6368097394463365120,10.281023,10.576804
1237678906786972186,10.2818147089802,10.1272567785047,6368101792509876224,10.281811,10.127256
1237678918598525319,10.4311720837735,11.6676745719335,6368362101887752192,10.431173,11.667671
1237678918598525031,10.4313447580095,11.7893028535717,6368353855550543872,10.431347,11.7893
1237679319630742076,10.5850893985321,10.6584821425679,12437988210914908160,10.585089,10.658482
1237679319630872606,10.8014800917157,10.7087439374154,12437999480909092864,10.80148,10.708744
1237678919672398685,10.80198924605,12.5670011989651,12432289992541493248,10.801989,12.567001
1237678859549999413,10.8024328058543,12.7644722613182,12432283670349633536,10.802433,12.764472
1237678859549999764,10.9447995129598,12.6489610821492,6982895099039733760,10.944799,12.64896
1237678919672464179,10.945418859091,12.4974699479386,6982892625138571264,10.945414,12.497468
1237678858476388505,11.0988068053676,11.9248120236076,12432265803285682176,11.098807,11.924812
1237678858476388632,11.099849728013,11.9379240175799,6982887677336246272,11.099847,11.93792
1237678907861041332,11.1002768043258,10.8516997842145,6986305233027880960,11.100275,10.851703
1237678859550064743,11.1003984446706,12.8394438346777,12432272125477541888,11.100398,12.839444
1237678907324236246,11.2411707176636,10.4196849099099,5114085139736188928,11.241168,10.419684
1237679320167940324,11.241696321224,11.1563696177434,6986296986690672640,11.241696,11.156368
1237679320167940517,11.2417128272431,11.0319723752318,6986296162056951808,11.241712,11.03197
