#Table1
objid,ra,dec,specobjid,ra1,dec1
1237678919135592607,10.8697697818369,12.0921180435987,6982900596597872640,10.869767,12.092118
1237678906787299594,11.0053159645688,10.08699139797,5114077168276887552,11.005315,10.086995
1237678907861041392,11.1378568944596,10.9875628535631,6986305782783694848,11.137856,10.987566
1237678859550130867,11.1383054148293,12.7292558671068,6982881080266479616,11.138301,12.729254
1237678859013325124,11.2782288594735,12.3133126694502,12432256182558939136,11.278229,12.313313
1237678907324236001,11.2795909317962,10.5398822640591,6986291489132533760,11.279591,10.539883
1237678919135789205,11.4254301986725,12.2000355109805,12432255083047311360,11.42543,12.200036
1237678918599114941,11.9029386982863,11.6590970471976,6986437724179027968,11.902936,11.659096
1237678920209728036,11.9034896576998,12.9528380248301,6983100432836220928,11.903487,12.952841
1237678907861369367,11.90409108194,10.90241154257,6986260977684862976,11.904092,10.902412
1237678906787758325,12.0484211576506,10.1205500865015,5116253377035261952,12.048423,10.120547
1237678859550523717,12.0493732430091,12.6932506653815,6982851393452529664,12.049371,12.693248
1237678919136117454,12.201868607368,12.091985650424,6986459439533676544,12.201866,12.091982
1237678834830016659,12.2029872375671,11.0481126636731,6986240911597656064,12.202988,11.048111
1237678858476847772,12.2032427733328,11.9754586439708,12432200382343829504,12.203243,11.975459
1237678859550654815,12.3670428053092,12.644956621253,6987455323163613184,12.367041,12.64496
1237678859550720195,12.492464376869,12.6423083777092,12432192960640342016,12.492466,12.642311
1237678918599377360,12.4925282990449,11.6840196891084,6986474557818558464,12.492526,11.684021
1237678918599442950,12.6392251096222,11.7451927990534,6986475657330186240,12.639222,11.745197
1237678857940173111,12.6394465096963,11.3923727093842,6986482254399952896,12.639447,11.392371
1237678834293342840,12.6403304746507,10.6023560999383,5116272068732934144,12.640328,10.602358
1237678907861696676,12.6410002526417,10.8763757022194,5116273443122468864,12.640997,10.876379
1237678834293408530,12.801140257239,10.6079805231379,5116284987994560512,12.80114,10.607981
1237678919136444895,12.9585125566304,12.1616909744059,6424527633510586368,12.958514,12.161686
1237678907324957197,12.9590400773458,10.5184821579658,5116308352616650752,12.959043,10.518467
1237678834830344741,12.959224387565,11.0234358454858,6424518287661750272,12.959222,11.023433
1237678857940304243,12.9594133263864,11.4409296115376,6986480330254604288,12.959414,11.440929
1237678918061457911,10.0744997107383,11.301861478419,6981962162081388544,10.0745,11.301866
1237678858475995588,10.219572321535,11.995424593723,6981965185738364928,10.219571,11.99542
1237678920209072263,10.3681148941939,12.987688462947,12432307309849630720,10.368115,12.987688
1237678859549802883,10.368718417498,12.6963914251674,6982928359266473984,10.368719,12.696388
