#Table1
specobjid,ra,dec
6982844246626949120,11.658468,11.995506
6986268949144164352,11.659963,10.41281
6986268674266257408,11.660771,10.489261
12432233917448476672,11.662208,12.31535
12432239415006615552,11.662789,12.817645
6986428103452284928,11.665742,11.346288
6986274996458117120,11.665808,11.191778
6986265650609281024,11.665936,10.272281
6982868435882760192,11.666592,12.729312
6986420406870890496,11.668107,12.267175
6982869810272294912,11.670973,12.906042
6982845346138576896,11.671714,12.151605
6986267299876722688,11.672235,10.333822
12432236941105453056,11.67287,12.624876
12432232817936848896,11.673545,11.780783
6986428653208098816,11.674932,11.282063
12432231443547314176,11.676888,11.957377
6982847270283925504,11.677834,12.310458
12438066276240480256,11.678298,10.207413
12432233642570569728,11.679247,12.032067
6986425904429029376,11.67926,11.711946
12432238040617080832,11.679644,12.697221
6986420681748797440,11.679717,12.599143
12432235566715918336,11.683602,12.377363
6982867061493225472,11.68554,12.543077
6986268124510443520,11.685543,10.507358
6986270323533699072,11.686943,10.838908
6986268399388350464,11.688615,10.631092
12432232543058941952,11.689468,12.303336
6986267849632536576,11.690083,10.588881
12432231168669407232,11.691626,12.101977
6982846445650204672,11.692406,12.27718
6982845621016483840,11.693809,12.07245
6986264551097653248,11.694349,10.288459
6986428928086005760,11.694702,11.508378
6986439098568562688,11.695434,11.30711
6986437999056934912,11.695509,11.568866
6986418757603448832,11.697443,12.551854
6982866236859504640,11.698434,12.696669
6986423980283680768,11.698607,11.753167
5114106855090837504,11.699422,10.013403
12432237490861266944,11.701338,12.67685
12432231718425221120,11.701559,11.952485
6982842872237414400,11.702355,11.793315
5114106580212930560,11.702969,10.059403
6986426454184843264,11.704563,11.705764
6986419857115076608,11.704877,12.304612
12432234467204290560,11.704893,12.118156
6986422605894146048,11.704945,12.060092
6986419307359262720,11.706772,12.442192
6986271423045326848,11.707979,10.761446
6986260702806956032,11.70998,10.741942
12432221273064757248,11.712288,11.898234
6986272247679047680,11.712446,11.001839
6986435800033679360,11.712812,11.674752
6986269773777885184,11.71292,10.861515
5116227538512009216,11.714284,10.020261
5116226988756195328,11.715343,10.183593
6982847820039739392,11.71679,12.309593
6986437449301121024,11.717787,11.401814
6986426179306936320,11.719365,11.755877
6986274446702303232,11.719372,11.149813
6982853592475785216,11.719921,12.731298
12432226220867082240,11.72142,12.661262
12438067925507921920,11.721734,10.063764
6986421506382518272,11.723292,12.21219
6982843971749042176,11.725337,11.790877
6986439373446469632,11.726377,11.287731
6986420131992983552,11.72692,12.464877
6986267574754629632,11.729633,10.552705
6986270048655792128,11.730028,10.877895
6986425354673215488,11.733571,11.840999
12432225671111268352,11.736122,12.613924
6986418482725541888,11.737327,12.618362
12432234742082197504,11.738438,12.573078
5116239083384100864,11.741264,10.330676
12432224846477547520,11.74647,12.592277
12432224571599640576,11.748164,12.522974
6986263176708118528,11.748319,10.984905
12432239689884522496,11.74854,12.888733
6982849194429274112,11.750262,12.384189
6982846170772297728,11.751222,12.175788
6982858265400203264,11.751855,12.916809
12438065451606759424,11.752017,10.281391
6986438548812748800,11.752032,11.364045
6982854142231599104,11.752613,12.462887
12432227320378710016,11.758592,12.673628
6986264001341839360,11.759608,11.021496
5116240182895728640,11.762577,10.231785
12438065726484666368,11.76322,10.056592
6986257679149979648,11.769015,10.352069
6986273622068582400,11.769073,11.193829
5116240732651542528,11.770204,10.34251
6986421231504611328,11.770319,12.262822
6982858540278110208,11.772316,12.813484
5116239633139914752,11.773502,10.365715
6982854966865319936,11.774963,12.418592
6986438273934841856,11.775808,11.505611
6986258228905793536,11.777094,10.603637
12438050058443970560,11.77809,10.31979
12432226495744989184,11.779392,12.748912
6982857715644389376,11.780468,12.872463
6982844796382763008,11.786006,12.08025
12438069299897456640,11.790486,10.263989
12432220998186850304,11.790833,11.913024
6986258503783700480,11.791049,10.575241
6982847545161832448,11.791638,12.339573
12432224021843826688,11.792364,12.385144
6983088063330408448,11.793171,12.931785
6982857990522296320,11.793901,12.739523
6982831602243229696,11.794304,11.928674
6986263726463932416,11.794505,11.19408
6986257954027886592,11.797289,10.148422
12432225121355454464,11.79766,12.481892
6986422331016239104,11.797911,12.089675
6982856616132761600,11.798334,12.831452
12432222647454291968,11.800071,12.338306
12438075347211409408,11.801652,10.419731
6986429202963912704,11.803623,12.420764
12432220723308943360,11.804746,11.961355
6986254930370910208,11.804754,10.006275
12432222372576385024,11.805545,12.162612
6986418207847634944,11.805698,12.393613
6986439923202283520,11.808291,11.356288
6986429752719726592,11.809774,12.508842
5116241007529449472,11.817225,10.125484
6982846720528111616,11.817322,12.215463
6986436074911586304,11.817789,11.761631
6986438823690655744,11.818083,11.394807
6982855516621133824,11.818683,12.793152
6986429477841819648,11.819008,12.378497
5116237983872473088,11.820568,10.445018
6982857165888575488,11.820743,12.871311
12438078645746292736,11.822599,10.023811
6982855791499040768,11.822643,12.570366
6982834625900206080,11.824907,12.164037
6986421781260425216,11.825438,12.185725
6986434700522051584,11.826501,11.800675
6986262626952304640,11.827478,10.938156
12438075072333502464,11.828908,10.316773
12432225945989175296,11.829654,12.883552
6982854417109506048,11.829734,12.457658
6986423430527866880,11.829875,12.160079
6986256304760444928,11.830673,10.383481
12438078920624199680,11.830717,10.17796
12432224296721733632,11.832238,11.939412
12432225396233361408,11.832643,12.509005
6982853867353692160,11.833768,12.423202
12432227045500803072,11.834833,12.624016
12432228694768244736,11.834911,12.963959
6982857440766482432,11.83607,12.780319
12432223472088012800,11.836189,12.264618
12432223197210105856,11.836702,12.328026
5116242107041077248,11.836856,10.318315
12432221547942664192,11.836967,11.858776
6986255755004631040,11.838566,10.259328
12432220448431036416,11.841706,11.924706
6986256579638351872,11.842434,10.548043
6982855241743226880,11.843111,12.68199
12438079745257920512,11.844739,10.052504
12438079195502106624,11.845999,10.118622
6986422880772052992,11.846365,11.945919
12432221822820571136,11.848255,12.079845
6986435250277865472,11.84962,11.868317
12432226770622896128,11.850418,12.713264
12438079470380013568,11.856603,10.248313
6982856341254854656,11.857854,12.711208
6986432226620889088,11.858368,12.027506
6986435525155772416,11.861167,11.79088
6982858815156017152,11.862132,12.947652
5116241557285263360,11.864674,10.221952
12438080295013734400,11.865437,10.026949
12432229794279872512,11.865925,12.676292
6982832151999043584,11.866367,12.036913
6986263451586025472,11.866404,11.192094
12432227870134523904,11.867325,12.741624
5116242931674798080,11.869165,10.271171
6982856891010668544,11.872551,12.749376
6986437174423214080,11.873628,11.694598
12432222922332198912,11.875692,12.08772
12438075622089316352,11.875764,10.292605
5116239908017821696,11.875932,10.375889
6986259603295328256,11.876413,10.860414
6986439648324376576,11.876834,11.423603
6983098783568779264,11.877128,12.988819
6986436624667400192,11.878626,11.735063
12432228145012430848,11.879465,12.914127
6986262077196490752,11.880133,11.092222
6982832701754857472,11.881599,12.083977
6986261802318583808,11.882769,11.110157
6986436349789493248,11.88632,11.805115
6982831877121136640,11.887695,12.052736
6982834900778113024,11.887755,12.340807
6986260153051142144,11.888889,10.835965
6986433875888330752,11.889588,12.056674
6982850293940901888,11.889794,12.477906
5116242656796891136,11.89488,10.273618
6986430577353447424,11.895366,12.133797
6986258778661607424,11.898617,10.873149
5116240457773635584,11.898675,10.340168
12432228969646151680,11.899843,12.819306
6986259328417421312,11.900878,11.021674
12438080020135827456,11.901108,10.250989
6986437724179027968,11.902936,11.659096
6983100432836220928,11.903487,12.952841
6986260977684862976,11.904092,10.902412
6987477038518261760,11.906834,12.955052
6986259053539514368,11.909842,10.849885
6986430027597633536,11.910076,12.338479
12438077271356758016,11.910563,10.041424
6986261527440676864,11.910979,11.100231
12432228419890337792,11.91414,12.786491
6986436899545307136,11.914637,11.805218
6986431951742982144,11.917057,11.885916
5116241832163170304,11.92128,10.10444
6986256029882537984,11.922834,10.462208
6986257404272072704,11.927027,10.30643
12438078095990478848,11.929106,10.167687
6986432776376702976,11.930412,12.346067
6986262352074397696,11.930864,11.166265
6986430852231354368,11.931157,12.285198
12438077546234664960,11.933581,10.05731
6986257129394165760,11.935049,10.670115
12432220173553129472,11.935835,11.933746
6986255480126724096,11.936361,10.440111
12432216050384525312,11.938429,12.641904
12432217424774060032,11.939323,12.885998
6986434150766237696,11.94009,12.118865
6986431401987168256,11.940944,12.243927
12432223746965919744,11.941505,12.265917
6986442122225539072,11.944011,12.523416
6986446795149957120,11.944489,11.661723
6986431676865075200,11.94535,12.318185
6986434975399958528,11.946474,11.877728
6982836550045554688,11.947353,12.315529
12432222097698478080,11.947888,12.370753
6986446245394143232,11.949648,11.825294
5116241282407356416,11.951879,10.102948
12432218249407780864,11.952383,12.869407
12432216600140339200,11.953693,12.69982
6986434425644144640,11.955322,12.258366
12432217699651966976,11.95577,12.89776
12438076446723037184,11.956253,10.14489
6986260427929049088,11.96041,10.861207
12432215225750804480,11.961787,12.787007
6986249432812771328,11.962356,10.892265
6986261252562769920,11.962675,10.921339
6986447344905771008,11.963791,11.538421
5116239358262007808,11.964401,10.479686
6986262901830211584,11.964544,11.231415
6986259878173235200,11.964995,10.69326
6986433601010423808,11.96644,11.914783
6986450368562747392,11.96801,11.306966
12432210827704293376,11.968761,11.912734
5116245680453867520,11.968818,10.048363
6986254380615096320,11.969214,10.207062
6986445970516236288,11.970907,11.858974
6982836824923461632,11.971685,12.312344
6982832976632764416,11.972467,12.12494
5116238533628286976,11.972489,10.392557
6982852492964157440,11.973341,12.813532
6986433326132516864,11.975679,12.169629
6986247508667422720,11.975789,10.625569
6982835725411833856,11.97632,12.238408
12432211102582200320,11.977863,11.865095
6982852218086250496,11.978225,12.876469
12432212202093828096,11.980969,12.328253
12438077821112571904,11.982087,10.118578
6986441847347632128,11.982505,12.30253
6986447070027864064,11.982964,11.813888
6982836275167647744,11.983307,12.291029
6986432501498796032,11.983896,12.102687
6986447894661584896,11.984364,11.519437
6982848644673460224,11.985815,12.324367
6986250532324399104,11.986978,10.948394
5116242381918984192,11.988186,10.216267
12432214675994990592,11.98908,12.763848
6986242835743004672,11.989094,10.019602
6982851943208343552,11.992788,12.712175
6986433051254609920,11.994868,11.926269
6986442397103446016,11.999474,12.172877
6986251082080212992,12.000336,11.040803
6986246958911608832,12.000548,10.624328
6982836000289740800,12.005329,12.293768
6986449269051119616,12.006848,11.579541
6986441297591818240,12.007394,12.296798
6982853317597878272,12.00894,12.905676
6987471815838029824,12.010891,12.632632
6986448719295305728,12.011101,11.688524
5116238808506193920,12.01243,10.561667
6986440747836004352,12.012524,12.379877
6982851668330436608,12.013371,12.855912
6986447619783677952,12.014774,11.804999
6987469067058960384,12.014934,12.858724
6986244210132539392,12.014985,10.047733
6986251631836026880,12.01514,11.062764
6986441572469725184,12.016689,12.352117
12438075896967223296,12.017147,10.254044
6982849469307181056,12.019571,12.559375
5116243481430611968,12.019841,10.052559
6982848369795553280,12.019938,12.343583
12432213851361269760,12.020021,12.484385
6987468792181053440,12.020634,12.668994
12432216325262432256,12.021839,12.720403
6986249707690678272,12.022111,10.840932
6986248608179050496,12.022514,10.873608
6986448444417398784,12.023401,11.523028
6986247233789515776,12.024703,10.641618
6986445695638329344,12.026242,11.893368
6986248058423236608,12.027123,10.777911
6983099883080407040,12.028574,12.962496
6982835450533926912,12.029126,12.298073
6986246134277888000,12.029151,10.387887
12432210003070572544,12.029605,12.188119
12438078370868385792,12.030251,10.13362
5116238258750380032,12.031136,10.625392
12432210552826386432,12.031477,12.030117
6982833801266485248,12.032202,12.178237
6986247783545329664,12.033932,10.754709
12432217149896153088,12.03658,12.83695
6986249982568585216,12.037472,10.929873
6982832426876950528,12.038703,12.069509
6986440198080190464,12.039792,11.987193
6986448994173212672,12.040375,11.506896
6986445420760422400,12.041353,12.07724
6986449818806933504,12.042589,11.566068
6982848094917646336,12.047098,12.385248
5116253377035261952,12.048423,10.120547
6982851393452529664,12.049371,12.693248
6986441022713911296,12.051797,12.405002
12432219074041501696,12.051993,12.951891
12438076996478851072,12.05219,10.1473
6986244485010446336,12.052711,10.150641
6986444046370887680,12.0556,11.975322
6986450093684840448,12.056485,11.413492
6986251356958119936,12.058516,11.046901
6986449543929026560,12.058858,11.453685
6986448169539491840,12.06088,11.744874
6982848919551367168,12.06161,12.541052
6987470716326402048,12.061634,12.727401
12432209728192665600,12.063146,12.072135
6986252456469747712,12.066984,11.130518
6987468242425239552,12.068359,12.651041
12432210277948479488,12.07029,11.886636
6983098233812965376,12.071362,12.993909
6982853042719971328,12.071457,12.953911
6986242285987190784,12.072189,10.00566
6986251906713933824,12.072361,11.07128
6986446520272050176,12.072554,11.881735
6982849744185088000,12.073548,12.584419
6986443221737166848,12.074959,12.225729
12432218524285687808,12.078153,12.927774
6986245859399981056,12.080653,10.298923
12432212751849641984,12.081779,12.223135
6982833526388578304,12.081924,12.150484
6986445145882515456,12.082005,11.999835
6986245034766260224,12.083032,10.19514
6982851118574622720,12.084505,12.884985
5116252827279448064,12.085187,10.37839
6986246409155794944,12.08592,10.472998
6986248333301143552,12.08785,11.060686
12432209178436851712,12.089367,11.990978
6986442946859259904,12.090144,12.212997
12432216875018246144,12.090526,12.910535
12432213576483362816,12.090769,12.623456
12432209453314758656,12.090772,11.923133
12432215500628711424,12.096156,12.746819
6986245584522074112,12.097496,10.396984
12432214401117083648,12.098848,12.499962
6986248883056957440,12.099312,10.786584
6986450918318561280,12.099669,11.387873
6986250257446492160,12.102818,11.121273
12432211652338014208,12.104317,12.231018
6986250807202306048,12.110407,11.028762
6982835175656019968,12.112626,12.244609
6986450643440654336,12.112721,11.483423
6986451742952282112,12.114442,11.848479
6986243935254632448,12.115042,10.051372
6986443496615073792,12.117606,12.115351
5116246779965495296,12.119894,10.039728
6986249157934864384,12.120283,11.011518
6986452292708096000,12.121435,11.645937
5116250078500378624,12.121901,10.502206
5116253102157355008,12.122582,10.15388
6986453667097630720,12.123422,11.687925
6986253006225561600,12.124257,11.19061
6986453117341816832,12.125023,11.664262
6982850568818808832,12.127208,12.671842
6987471540960122880,12.128259,12.837458
6983104281126918144,12.1285,12.995252
6986242011109283840,12.128752,11.033581
6986239262330214400,12.131263,10.8754
12438086617205594112,12.131689,10.064301
5116256125814331392,12.132421,10.069197
12438076721600944128,12.133695,10.093941
6986252731347654656,12.134705,11.2646
6982834351022299136,12.134867,12.208695
6982841497847879680,12.135789,12.504738
6986245309644167168,12.13604,10.356193
12432215775506618368,12.138673,12.761122
6987467967547332608,12.139667,12.636799
6987468517303146496,12.142483,12.752347
12432214126239176704,12.14516,12.56782
6986443771492980736,12.146092,12.186705
6986237887940679680,12.147362,10.785265
5116253651913168896,12.147548,10.107069
6982842047603693568,12.147753,12.824063
6982838749068810240,12.148028,12.637335
6986244759888353280,12.148187,10.419373
6986456415876700160,12.149153,11.323129
6982837099801368576,12.150269,12.33193
6986451193196468224,12.150561,11.895007
12438076171845130240,12.15197,10.110267
6986239537208121344,12.152192,11.028982
12438086067449780224,12.153133,10.066486
6986455316365072384,12.153848,11.3841
5116251727767820288,12.15575,10.247941
12432217974529873920,12.156032,12.911621
6986252181591840768,12.156647,11.196028
6986444596126701568,12.15779,11.928922
6983104006249011200,12.157863,12.963202
6986452567586002944,12.160051,11.747947
6986444871004608512,12.162511,12.230694
12432206154779875328,12.162806,12.892264
6982838474190903296,12.164153,12.536268
5116253926791075840,12.164341,10.179941
6987469891692681216,12.164343,12.804021
6986238437696493568,12.165699,10.99049
6987462744867100672,12.168238,12.587532
6986453392219723776,12.169518,11.625658
6982840123458344960,12.171341,12.581768
6986240086963935232,12.171433,11.121842
6986454216853444608,12.174879,11.608091
6986238162818586624,12.18138,10.853794
6983104556004825088,12.184203,12.996492
6987470441448495104,12.184417,12.946948
6986455866120886272,12.185601,11.372592
12432206979413596160,12.185696,12.953702
6982841222969972736,12.186435,12.810578
6986460813923211264,12.186727,11.946159
6987466043401984000,12.188535,12.983231
12432211927215921152,12.190574,12.252933
6986452017830189056,12.191179,11.911319
6987458346820589568,12.192476,12.215297
6986239812086028288,12.192734,10.985327
6986240636719749120,12.193979,11.199958
6987465493646170112,12.194024,12.840937
6986452842463909888,12.195021,11.686748
6987464943890356224,12.195196,12.923776
5116249803622471680,12.195968,10.434908
12432204230634526720,12.196841,12.842209
6986460264167397376,12.197331,11.977196
5116250353378285568,12.199062,10.457842
12432212476971735040,12.199668,12.212951
6982837924435089408,12.199878,12.516759
6986241736231376896,12.19999,11.305912
6986238987452307456,12.200528,11.107354
6986459439533676544,12.201866,12.091982
6986240911597656064,12.202988,11.048111
12432200382343829504,12.203243,11.975459
6986456690754607104,12.20466,12.141669
6986237613062772736,12.205727,10.796558
6982837374679275520,12.206893,12.434261
6986454766609258496,12.207935,11.432871
6982839573702531072,12.210565,12.573403
5116251452889913344,12.213253,10.569298
6982840948092065792,12.214335,12.852748
12432213026727548928,12.214376,12.634493
6986243110620911616,12.215868,10.419679
5116255026302703616,12.217365,10.090496
6986237063306958848,12.218761,10.762772
12432200107465922560,12.219108,11.986311
6986241186475563008,12.220927,11.295561
6987464669012449280,12.221261,12.963881
6987466318279890944,12.221335,12.919753
6986459989289490432,12.222806,12.052894
6986451468074375168,12.222894,11.867152
12432203955756619776,12.224173,12.712131
6987463294622914560,12.224779,12.578172
6986241461353469952,12.227735,11.105496
6986243385498818560,12.22804,10.360264
6982837649557182464,12.229804,12.429615
6986461088801118208,12.231346,11.928736
12432211377460107264,12.231548,12.231911
5116254201668982784,12.232475,10.116517
6986455591242979328,12.233747,11.429977
5116250903134099456,12.234193,10.143355
6987460820721752064,12.234742,12.165149
6986453941975537664,12.237517,11.558912
6987465218768263168,12.237698,12.801956
6986232940138354688,12.242895,10.293517
5116252277523634176,12.245019,10.284583
6987461370477565952,12.245348,12.395075
12432198733076387840,12.246388,12.11251
6982838199312996352,12.246696,12.576741
6987463844378728448,12.247392,12.668023
6986461363679025152,12.248666,11.941229
6987465768524077056,12.25057,12.582422
5116264372151539712,12.251007,10.105172
6987459171454310400,12.255176,12.242675
6986454491731351552,12.255391,11.576925
6986456965632514048,12.255635,12.327693
6986237338184865792,12.256708,10.7774
6986238712574400512,12.256787,10.90214
6986456140998793216,12.260488,11.356645
6986235963795331072,12.261887,10.367033
6986457240510420992,12.262694,12.054598
6986460539045304320,12.263415,12.000267
6986459714411583488,12.263846,12.091305
5116251178012006400,12.26674,10.589668
6983105930394359808,12.268314,12.999303
6982840398336251904,12.268746,12.801104
6986455041487165440,12.268777,11.493032
12432205055268247552,12.269145,12.825572
12432199832588015616,12.270109,12.167279
6987457797064775680,12.270728,12.26211
6986462463190652928,12.27137,11.82065
5116252002645727232,12.273323,10.744735
12432199282832201728,12.274118,12.051188
5116264647029446656,12.274777,10.188413
6986236788429051904,12.275347,10.734739
6987459996088031232,12.275763,12.376945
6982839023946717184,12.276068,12.563939
5116249528744564736,12.277342,10.773424
6986246684033701888,12.278456,10.562582
5116249253866657792,12.279092,10.482192
6986458340022048768,12.282139,12.170245
12432205330146154496,12.282617,12.711148
5116248978988750848,12.283786,10.424688
6986240361841842176,12.28416,11.174142
6986233764772075520,12.284265,10.205136
6987459446332217344,12.284699,12.186994
6982839298824624128,12.285431,12.61022
6987466868035704832,12.285662,12.938595
6986463012946466816,12.286386,11.903459
6986466861237164032,12.286597,11.377577
6986466586359257088,12.287109,11.348427
5116252552401541120,12.287674,10.567692
12432213301605455872,12.287898,12.624206
6987458071942682624,12.289125,12.223419
6986458889777862656,12.293717,12.453107
5116261898250377216,12.29562,10.501531
6982839848580438016,12.296468,12.722588
12432204780390340608,12.297678,12.668354
6986236238673238016,12.298979,10.566437
12432200932099643392,12.299609,12.607065
6986231840626726912,12.304348,10.253201
6986235688917424128,12.30512,10.545421
12432205879901968384,12.306717,12.822229
6986457515388327936,12.307219,12.29077
6986236513551144960,12.309937,10.644459
6986464387336001536,12.312776,11.516677
6986465486847629312,12.313339,11.44794
6986461913434839040,12.314537,11.962025
6987462195111286784,12.315111,12.682019
6986234039649982464,12.316303,10.5219
6986231565748819968,12.316415,10.044573
5116250628256192512,12.318636,10.763295
6986461638556932096,12.319029,11.99036
5116263822395725824,12.319349,10.202351
6986469060260419584,12.320189,12.050077
12432208353803130880,12.320698,12.954705
5116263272639911936,12.324724,10.402973
6987462469989193728,12.327428,12.550197
6986226892824401920,12.327489,10.818108
6986465761725536256,12.328615,11.492006
6982840673214158848,12.331623,12.833145
6987457522186868736,12.331628,12.198548
6987458896576403456,12.332249,12.350432
6986463287824373760,12.332379,11.722447
6987457247308961792,12.332448,12.235081
6986235139161610240,12.332966,10.574801
6986459164655769600,12.334229,12.140063
6986464112458094592,12.335117,11.623101
6986231290870913024,12.338728,10.260406
6986472908551116800,12.339977,11.94371
6987458621698496512,12.340128,12.088454
12432199557710108672,12.340531,12.090907
6986463562702280704,12.341171,11.887443
6986465211969722368,12.344502,11.597345
6986462738068559872,12.345523,11.825285
12432206704535689216,12.346116,12.866658
6986466036603443200,12.34654,11.426849
6987456422675240960,12.347175,12.042011
6987460270965938176,12.34846,12.449357
6986466311481350144,12.349576,11.361114
6986226343068588032,12.349591,10.789018
6987455048285706240,12.350468,12.890286
12432198183320573952,12.351036,12.113344
6987455872919427072,12.351038,12.975945
6986464662213908480,12.351426,11.632971
6986233489894168576,12.356255,10.565943
6986463837580187648,12.357272,11.846501
6986458065144141824,12.357322,12.278667
6986467685870884864,12.359888,12.229676
12432204505512433664,12.362105,12.817709
12432203680878712832,12.364133,12.65188
12432201206977550336,12.364768,12.393652
6987455323163613184,12.367041,12.64496
5116262997762004992,12.367956,10.344882
6986231015993006080,12.36872,11.18299
12432199007954294784,12.368967,12.212615
6986470159772047360,12.372265,11.981063
6986234589405796352,12.375503,10.361123
6986234864283703296,12.377533,10.011865
6987455598041520128,12.379168,12.62289
5116263547517818880,12.379785,10.573566
12432206429657782272,12.379793,12.922496
6986462188312745984,12.380853,11.735612
6986467136115070976,12.386023,11.49067
5116265196785260544,12.386421,10.732642
5116260798738749440,12.387643,10.770321
5116261348494563328,12.387746,10.319744
12432202581367085056,12.388096,12.638638
12432205605024061440,12.388814,12.714292
6986225793312774144,12.388849,10.781756
5116262173128284160,12.390086,10.812654
12432200657221736448,12.390364,12.422312
6987460545843845120,12.390746,12.390493
12432207804047316992,12.391455,12.954714
6986228267213936640,12.391603,10.855938
12432203131122898944,12.393665,12.605874
6986468235626698752,12.393962,12.153079
5116264921907353600,12.394173,10.216343
6987456697553147904,12.394526,12.150978
6986464937091815424,12.395213,11.564464
6986234314527889408,12.395764,10.112632
6986471809039489024,12.398348,12.266857
6987453948774078464,12.399463,12.858866
6987446801948497920,12.40297,12.233669
6987447351704311808,12.405517,12.305493
12432207254291503104,12.406943,12.85038
6986230741115099136,12.408877,11.322382
5116261073616656384,12.408926,10.658647
5116262448006191104,12.411964,10.404942
12432198458198480896,12.412581,12.192199
6987449000971753472,12.412727,12.278922
6986226617946494976,12.413011,10.799857
5116264097273632768,12.415751,10.220057
12432196259175225344,12.417724,12.802475
12432193235518248960,12.417844,12.658916
6987452574384543744,12.418277,12.544594
6986229916481378304,12.418466,11.119539
6987451199995009024,12.422794,12.496522
6986229091847657472,12.424259,11.140577
5116260248982935552,12.426616,10.75774
6987449825605474304,12.427947,12.208819
12432203406000805888,12.428769,12.566739
6986230466237192192,12.430585,11.168567
6987448451215939584,12.430592,12.04765
6986467410992977920,12.434975,11.475934
6986230191359285248,12.438207,10.975636
6986229366725564416,12.441692,10.900264
6986232665260447744,12.442288,10.39783
6986229641603471360,12.442351,11.344013
12432201756733364224,12.444709,12.215604
6987446252192684032,12.445596,12.082344
6986472358795302912,12.446702,12.090097
6986476481963907072,12.450013,11.45678
6986473458306930688,12.45147,11.829833
12432194884785690624,12.455166,12.917206
6986471534161582080,12.455686,12.397259
6986474008062744576,12.456054,11.76152
6986470709527861248,12.457356,11.991527
6987450375361288192,12.461751,12.406388
6986228816969750528,12.463096,10.942174
6987452849262450688,12.4651,12.808883
6986473183429023744,12.466727,11.855246
6986228542091843584,12.467714,11.065622
5116259974105028608,12.46869,10.520727
6986476756841814016,12.468936,11.462847
6986478406109255680,12.47561,11.44
12432201481855457280,12.475619,12.352729
12432195159663597568,12.47623,12.812882
6986226068190681088,12.477235,10.67781
6986232390382540800,12.478298,10.531136
5116260523860842496,12.480142,10.533874
6986474282940651520,12.480827,11.511774
12432194335029876736,12.483621,12.912796
6986473733184837632,12.484153,11.551271
12432202856244992000,12.48751,12.566768
6986474832696465408,12.4879,11.480521
6986227717458122752,12.489911,10.890867
6986227992336029696,12.490099,11.05365
12432192960640342016,12.492466,12.642311
6986474557818558464,12.492526,11.684021
5116261623372470272,12.493148,10.178718
6987445702436870144,12.496537,11.939549
5116262722884098048,12.496924,10.456213
12432193785274062848,12.498657,12.746534
6986221395266263040,12.500172,10.164886
6987454773407799296,12.501097,12.977412
6986227167702308864,12.505393,10.902782
6987450925117102080,12.50927,12.560211
6986227442580215808,12.512827,11.072739
6986475107574372352,12.51442,11.741167
6986224693801146368,12.515006,10.51102
6987445427558963200,12.516174,12.160379
5116265471663167488,12.516661,10.06137
6986475382452279296,12.516883,11.556743
6987454498529892352,12.519065,12.764139
6986472633673209856,12.523984,11.963006
6987448726093846528,12.525946,12.239793
12432192685762435072,12.528515,12.877177
6986218096731379712,12.528786,11.132726
12432193510396155904,12.529521,12.688311
6986477031719720960,12.529958,11.522774
12432195984297318400,12.530447,12.948018
5116272893366654976,12.530448,10.360248
6987445977314777088,12.532231,11.937323
6986470984405768192,12.532276,11.984116
12432195434541504512,12.532436,12.897761
5116275367267817472,12.53365,10.28276
6986222769655797760,12.542552,10.35183
5116273168244561920,12.543745,10.670836
6986217272097658880,12.545287,11.026557
6986225518434867200,12.545611,10.631534
6987445152681056256,12.545628,12.077224
6986217821853472768,12.549167,10.981677
5116271518977120256,12.550608,10.337383
6987451749750822912,12.551325,12.51873
6987453673896171520,12.552808,12.607302
6986477856353441792,12.558475,11.429569
6986478131231348736,12.561424,11.569927
6987453399018264576,12.563165,12.780479
12432202306489178112,12.563506,12.603501
6987448176338032640,12.565119,12.354107
6986224968679053312,12.565172,10.561523
6986216997219751936,12.566213,11.065587
6986475932208093184,12.569692,11.598682
6986476207086000128,12.572675,11.638776
5116274267756189696,12.574154,10.250234
6987453124140357632,12.57488,12.706732
5116271793855027200,12.574974,10.439304
6986477581475534848,12.577618,11.476893
5116272343610841088,12.580687,10.877809
12432202031611271168,12.581367,12.387435
6986477306597627904,12.582875,11.733
6987452024628729856,12.585173,12.901416
6986468785382512640,12.585987,12.252422
6986220570632542208,12.586235,10.183393
6986224144045332480,12.586541,10.520682
6987450650239195136,12.587116,12.770977
6987441029512452096,12.590418,12.533192
6986221670144169984,12.591848,10.428734
12432194609907783680,12.592692,12.683108
6986224418923239424,12.593592,10.553286
5116270969221306368,12.594387,10.371204
5116274817512003584,12.594985,10.105091
6987449550727567360,12.595898,12.394164
5116273992878282752,12.597083,10.805156
5116271244099213312,12.597542,10.56072
5116272618488748032,12.600136,10.409811
6987451474872915968,12.603366,12.90024
6986218371609286656,12.603914,10.921961
6987449275849660416,12.605125,12.367862
5116273718000375808,12.606318,10.589201
5116275642145724416,12.606489,10.206816
6986223869167425536,12.607361,10.566584
5116274542634096640,12.608203,10.272907
6986218921365100544,12.609594,11.239779
6986469884894140416,12.610739,12.100685
6986216447463938048,12.613064,11.023058
6987447901460125696,12.613515,12.269029
12432194060151969792,12.615941,12.629649
6987444328047335424,12.61839,12.967888
5116277291413166080,12.618418,10.006702
6987434157564778496,12.621059,12.1147
6986225243556960256,12.622342,10.603828
6986220020876728320,12.62333,11.268011
6987441579268265984,12.623813,12.681224
6987446527070590976,12.624293,12.359494
6986222219899983872,12.625009,10.23677
6986223044533704704,12.626348,10.455066
5116276191901538304,12.628744,10.234241
6986216722341844992,12.635358,11.024237
6987447076826404864,12.635453,11.847041
