#Table1
specobjid,ra,dec
12432284769861261312,10.858347,12.999275
6986381649086011392,10.859591,11.790405
6982899222208337920,10.86007,11.64174
6982905544400197632,10.860775,12.560378
6986381374208104448,10.863932,11.256369
6986384397865080832,10.865093,11.322174
12438012400170719232,10.86542,10.410812
6982895373917640704,10.865698,12.924144
12432282295960098816,10.867788,12.73056
6986379999818569728,10.869214,11.831729
6982900596597872640,10.869767,12.092118
6986382748597639168,10.870318,11.60736
6986381099330197504,10.870424,11.753082
6982906094156011520,10.87084,12.613161
6986323924725553152,10.872085,10.219649
12432281746204284928,10.874187,12.666527
6986378075673221120,10.874986,11.94642
12432282570838005760,10.875468,12.756942
12438011850414905344,10.875638,10.245252
12438010750903277568,10.877345,10.669253
12432280921570564096,10.877758,12.602689
6986379724940662784,10.877829,11.557798
12432289167907772416,10.878665,12.087175
6986384947620894720,10.878879,11.419953
6982904719766476800,10.880151,12.661218
6982906643911825408,10.880308,12.631864
12432283120593819648,10.88235,12.821415
6982898672452524032,10.883699,11.665623
6982901970987407360,10.883717,12.313684
6986382198841825280,10.884942,11.665045
12432290542297307136,10.885249,12.405112
6982900321719965696,10.885778,11.94668
6986380274696476672,10.88591,11.627059
12438014324316067840,10.88609,10.068634
6986320901068576768,10.886608,10.512444
5114064249015261184,10.88722,10.1843
6982897298062989312,10.887623,12.907044
6982897572940896256,10.888043,11.468654
6982902245865314304,10.888866,12.336879
12432280646692657152,10.889906,12.63411
6982901146353686528,10.890525,12.106919
6986380824452290560,10.891051,11.595557
6986315953266251776,10.891931,10.901574
6982898122696710144,10.893089,11.5935
6982903345376942080,10.893766,12.383629
12432281471326377984,10.896766,12.679197
6982905269522290688,10.89827,12.692286
6986383298353453056,10.898563,11.511646
6986313754242996224,10.89935,10.66553
6986313204487182336,10.901051,10.350181
6986323649847646208,10.901681,10.043643
6986313479365089280,10.901998,10.429029
6982895648795547648,10.904563,12.652811
6986384122987173888,10.905141,11.337093
6982894549283919872,10.906044,12.606331
12432284220105447424,10.906069,12.930055
12432271300843821056,10.906193,12.643365
12432290267419400192,10.906501,12.349191
6982901696109500416,10.909942,12.253364
5114078817544329216,10.910532,10.358889
12432269926454286336,10.91118,12.61162
12432273774744983552,10.911224,12.981211
12432275149134518272,10.911698,12.285374
6986317602533693440,10.912333,11.065339
12432275698890332160,10.912716,12.250198
5114075519009445888,10.913141,10.607227
6986384672742987776,10.9145,11.197007
6986376976161593344,10.914917,12.191129
6986314578876717056,10.915491,10.653263
6986312929609275392,10.915794,10.470596
6986317877411600384,10.917434,10.971002
6986312379853461504,10.922238,10.43694
12438011300659091456,10.923382,10.609919
6982898947330430976,10.923394,11.809035
12432277623035680768,10.92382,12.442234
12432270201332193280,10.925061,12.662049
6982892900016478208,10.925824,12.39482
6986377251039500288,10.926134,11.923058
12432276523524052992,10.926166,11.876508
6982900871475779584,10.926731,12.12676
6982897847818803200,10.926907,11.791309
6986383023475546112,10.927217,11.534068
6986316777899972608,10.927761,10.875277
6982899497086244864,10.928469,11.891066
6986378900306941952,10.928859,12.027528
6982901421231593472,10.929394,12.205667
12432277073279866880,10.929537,12.458752
5114076893398980608,10.931032,10.155977
6986311005463926784,10.931092,10.14999
12438011025781184512,10.931674,10.677148
6982896198551361536,10.932675,12.775878
6983042708475762688,10.933571,12.946642
6986317327655786496,10.935745,10.810566
6982897023185082368,10.937248,12.867505
6986391544690661376,10.939016,11.783484
12432272950111262720,10.939277,12.884065
6986310730586019840,10.93953,10.278332
5114076618521073664,10.940297,10.307361
6986375326894151680,10.941351,12.368068
6986375052016244736,10.941764,12.456996
12438009101635835904,10.942393,10.652926
6986317052777879552,10.942759,11.008052
12432270476210100224,10.942809,12.752199
12432275424012425216,10.942919,12.127149
6986315128632530944,10.943144,10.632152
12432278722547308544,10.944096,12.315562
6982895099039733760,10.944799,12.64896
6982892625138571264,10.945414,12.497468
12438009376513742848,10.949529,10.631905
6982902795621128192,10.952269,12.304509
6982900046842058752,10.953122,11.962488
12438012675048626176,10.954069,10.262614
12432280096936843264,10.95424,12.402177
5114077718032701440,10.95443,10.136153
6983043533109483520,10.954585,12.997546
5114076343643166720,10.955314,10.286028
12432278997425215488,10.956031,12.504777
5114075244131538944,10.956289,10.646946
6986309356196485120,10.956326,10.137172
6986394018591823872,10.956528,11.551367
6986311555219740672,10.957399,10.114375
12432278447669401600,10.957941,12.330572
6986376151527872512,10.958048,12.439928
12438009651391649792,10.959311,10.591184
6986374502260430848,10.959849,12.537784
6986309081318578176,10.960808,10.069638
6986377800795314176,10.96139,12.409616
12432269651576379392,10.964842,12.561856
6986376426405779456,10.965944,12.358091
6982886577824618496,10.967684,11.484691
12432278172791494656,10.969943,12.243551
6982896748307175424,10.970701,12.859151
6982893724650199040,10.972327,12.633946
6982893449772292096,10.972768,12.461007
12438010201147463680,10.973131,10.616946
6986392369324382208,10.973786,11.364638
5114077992910608384,10.974323,10.098463
6982893999528105984,10.974703,12.49891
6986374777138337792,10.978978,12.5204
6982892350260664320,10.980136,12.481446
12438009926269556736,10.980218,10.634126
6982893174894385152,10.980862,12.594376
6986379175184848896,10.980948,12.284332
12432276248646146048,10.981474,12.188502
6982889876359501824,10.981568,12.165832
6982889326603687936,10.98308,12.124796
6986375876649965568,10.983289,12.495911
12432277897913587712,10.983495,12.295481
12432279822058936320,10.983756,12.411406
12438020371630020608,10.983773,10.590032
6982894824161826816,10.984494,12.680898
6986376701283686400,10.9846,12.461565
5114074694375725056,10.985056,10.606057
6986314029120903168,10.986145,10.609159
6982895923673454592,10.987933,12.819204
6986310455708112896,10.988054,10.165429
6982892075382757376,10.988975,12.527157
12432279547181029376,10.989258,12.389503
6986308806440671232,10.990799,10.208265
6986378625429035008,10.990949,11.98178
6986390994934847488,10.993266,11.553831
6986394568347637760,10.993353,11.657894
6982894274406012928,10.995447,12.664372
5114076068765259776,10.995723,10.20147
12432279272303122432,10.996723,12.427404
6986316228144158720,10.997847,10.997753
6982891800504850432,10.997975,12.339008
12438020921385834496,10.998027,10.618186
6986314303998810112,10.998905,10.81158
6986394843225544704,11.001186,11.296022
12438020096752113664,11.00347,10.653417
5114077168276887552,11.005315,10.086995
6986303034004625408,11.006552,10.61957
12432266902797309952,11.006825,12.353727
6986308256684857344,11.007114,10.219153
12432273224989169664,11.007415,12.941112
6982881630022293504,11.007443,12.484682
5114074144619911168,11.007669,10.556693
6986312654731368448,11.007797,10.587418
5114077443154794496,11.007818,10.224942
5114074969253632000,11.009567,10.594742
6983045732132739072,11.010233,12.96799
12432267452553123840,11.010461,12.462691
6986308531562764288,11.011238,10.125132
12432269101820565504,11.011756,12.507391
12432271025965914112,11.012279,12.70498
6986386322010429440,11.013146,12.464962
6982891525626943488,11.013225,12.372889
5114087063881537536,11.014952,10.618275
6982882179778107392,11.016629,12.544969
12438021471141648384,11.017206,10.584343
12432272400355448832,11.017217,12.850873
6986393193958103040,11.019944,11.488955
6982888776847874048,11.020373,11.985697
6986390720056940544,11.023916,11.563253
5114079367300143104,11.024248,10.056881
12438022295775369216,11.025055,10.238609
6983043807987390464,11.026091,12.986772
6982886852702525440,11.02614,11.575518
12438022570653276160,11.027227,10.266416
12438020646507927552,11.027704,10.652279
5114078542666422272,11.029437,10.084057
12438021196263741440,11.03068,10.560623
6986394293469730816,11.031861,11.385022
6986316503022065664,11.032581,10.929833
6982890975871129600,11.035292,12.304106
12432276798401959936,11.035763,11.919874
5114085689492002816,11.036505,10.623789
12432271850599634944,11.039375,12.771094
5114086789003630592,11.041643,10.252649
6986312104975554560,11.04581,10.24941
6986379450062755840,11.046896,11.948631
6982896473429268480,11.046934,12.86478
6986315678388344832,11.047142,11.061508
12432270751088007168,11.048375,12.722336
6986392644202289152,11.048495,11.451243
6982890426115315712,11.049035,12.292449
6986309905952299008,11.049409,10.353378
6986310180830205952,11.050157,10.561722
6983054803103668224,11.050532,12.969076
6986309631074392064,11.05291,10.391829
6982887952214153216,11.053564,11.603656
6982887402458339328,11.056331,11.580925
6986298910836021248,11.056556,10.115017
6982889601481594880,11.057019,11.955169
6982890700993222656,11.057278,12.037883
6986304958149974016,11.057338,10.815219
12438022020897462272,11.058693,10.330331
12432275973768239104,11.059443,11.935304
6986392919080196096,11.062442,11.318467
6986395392981358592,11.064058,11.241377
6982890151237408768,11.064934,11.981052
6986315403510437888,11.065407,10.993811
6986298361080207360,11.065628,10.201739
12432267727431030784,11.066625,12.304323
12432272675233355776,11.067068,12.908031
6986395667859265536,11.067723,11.21929
12438025044554438656,11.068157,10.170478
6986391819568568320,11.069539,11.302004
6986391269812754432,11.072732,11.872294
6986393468836009984,11.072742,11.50074
12438023120409090048,11.07343,10.210391
6986314853754624000,11.076281,10.943682
6986393743713916928,11.076954,11.369299
6986299460591835136,11.077171,10.248177
12432277348157773824,11.084275,11.722341
6986387696399964160,11.088573,12.184292
6986306607417415680,11.091271,10.892119
6986302209370904576,11.091894,10.560058
6986307706929043456,11.093095,10.927806
6982886028068804608,11.093314,12.853046
12438022845531183104,11.093571,10.227253
6986389895423219712,11.094706,11.901321
6986306882295322624,11.094806,11.017872
6986395942737172480,11.095418,11.192859
12432265803285682176,11.098807,11.924812
6982887677336246272,11.099847,11.93792
6986305233027880960,11.100275,10.851703
12432272125477541888,11.100398,12.839444
6982888501969967104,11.100643,11.498566
6986300010347649024,11.103485,10.380257
12432267177675216896,11.104049,12.221757
6986395118103451648,11.104323,11.286552
12438023395286996992,11.104836,10.414015
6986307157173229568,11.105674,10.992857
6986401715173218304,11.106192,11.766325
6982885753190897664,11.106717,12.911846
6982888227092060160,11.109409,11.922928
6986299185713928192,11.112705,10.166291
12432268552064751616,11.114089,12.355336
12432268826942658560,11.11443,12.477903
12432266353041496064,11.1158,11.721243
6983055902615296000,11.11715,12.975604
5114086514125723648,11.117193,10.076362
6986305507905787904,11.117375,10.806163
12438031091868391424,11.122209,10.597633
6986307981806950400,11.12238,11.117141
6986389070789498880,11.123493,11.930148
12438023670164903936,11.125791,10.208267
12432269376698472448,11.126265,12.454635
6986387146644150272,11.128884,12.444135
12438021746019555328,11.129781,10.382465
6986387421522057216,11.129972,12.331763
12438033565769553920,11.132981,10.327801
5114089537782700032,11.134006,10.054404
6986307432051136512,11.134625,11.191866
6986306332539508736,11.134896,11.019342
6986298086202300416,11.135005,10.054634
12432261405239171072,11.135754,12.800611
6986305782783694848,11.137856,10.987566
6982881080266479616,11.138301,12.729254
6986403639318566912,11.141376,11.554131
6982885478312990720,11.141412,12.895815
12432265528407775232,11.141713,11.745843
6986304133516253184,11.142224,10.875676
12432264154018240512,11.144384,12.252287
12432265253529868288,11.145665,12.186679
5114088163393165312,11.149733,10.302699
12432266078163589120,11.151432,12.32336
6982883004411828224,11.151873,12.645967
6986301659615090688,11.152853,10.476661
12438031641624205312,11.157503,10.509067
6982889051725780992,11.159086,11.954384
12438036314548623360,11.159402,10.190463
6986385497376708608,11.159416,12.571629
6982886302946711552,11.161407,12.922128
6986304683272067072,11.161677,10.921294
12432264978651961344,11.161978,11.974924
6986306057661601792,11.162945,11.181206
6986388246155778048,11.164234,12.287448
12438035764792809472,11.164351,10.0609
5114085964369909760,11.165314,10.557172
12438033290891646976,11.165908,10.434676
6982885203435083776,11.166174,12.866452
6983056727249016832,11.167939,12.989806
6982891250749036544,11.169661,12.16929
12432266627919403008,11.170583,12.164983
12432264428896147456,11.171527,12.007317
6986388795911591936,11.171597,12.116943
6982883829045549056,11.171687,12.811206
6982884653679269888,11.173137,12.782429
6982887127580432384,11.174202,11.566434
5114088438271072256,11.176157,10.092147
12432261954994984960,11.177048,12.96181
5114085414614095872,11.17729,10.5781
6986302484248811520,11.17755,10.49654
6982883279289735168,11.180281,12.755568
12432260030849636352,11.18203,12.803942
6986303583760439296,11.18356,10.853377
6986301934492997632,11.184089,10.359407
6982875857586247680,11.18525,11.551978
6982882454656014336,11.185419,12.573552
6986297811324393472,11.187674,10.269105
5114086239247816704,11.188886,10.324024
6986303858638346240,11.189889,10.94552
12432261680117078016,11.190417,12.838852
12438032466257926144,11.190447,10.436437
6986402264929032192,11.192548,11.497386
12432262229872891904,11.193885,12.973612
6986302759126718464,11.194222,11.0988
6986386596888336384,11.194652,12.440244
6982875582708340736,11.194884,11.511293
6986294787667417088,11.19617,10.979216
6986295062545324032,11.196742,10.906567
6982884378801362944,11.19891,12.846345
12438036039670716416,11.199403,10.149998
5114090087538513920,11.202198,10.55594
12432268277186844672,11.202493,12.288357
6986299735469742080,11.202911,10.494156
12438031366746298368,11.204191,10.564494
5114087613637351424,11.204958,10.332933
6986402814684846080,11.208528,11.487078
6986404463952287744,11.209142,11.357921
12438032741135833088,11.210028,10.416644
6986294512789510144,11.210729,10.929324
6982881904900200448,11.211387,12.36918
6986295337423230976,11.211431,11.071921
6982878606365317120,11.211537,12.130572
6986390170301126656,11.211544,12.0524
6986403089562753024,11.213343,11.666965
6986294237911603200,11.214525,10.858859
6982878331487410176,11.216201,11.882625
6982884928557176832,11.216731,12.865005
6986304408394160128,11.218486,11.130398
6986292313766254592,11.218856,10.656933
6982882729533921280,11.219267,12.687884
12438033016013740032,11.219558,10.47022
6982876682219968512,11.219924,11.51047
6986389620545312768,11.221744,11.906603
6986404738830194688,11.224569,11.523319
6986300560103462912,11.225354,10.589223
6986406113219729408,11.225481,11.347797
6986389345667405824,11.227214,12.284489
6986403914196473856,11.227778,11.404681
12432268002308937728,11.228137,12.407426
6986403364440659968,11.229388,11.429537
6982879430999037952,11.23108,11.920739
12432253708657776640,11.231139,12.092454
12438033840647460864,11.231871,10.198548
6986293963033696256,11.233094,10.959906
5114088713148979200,11.234125,10.270037
12438035489914902528,11.234449,10.03388
12438031916502112256,11.234639,10.457454
6986404189074380800,11.235047,11.486545
12432256457436846080,11.23582,12.206588
6982876957097875456,11.235854,11.710344
12438032191380019200,11.238183,10.495194
5114085139736188928,11.241168,10.419684
6986296986690672640,11.241696,11.156368
6986296162056951808,11.241712,11.03197
6982884103923456000,11.242388,12.751703
12438034665281181696,11.247133,10.387284
6986405288586008576,11.247985,11.185958
12432260855483357184,11.248437,12.830712
6986295612301137920,11.249598,11.048825
5114101907288512512,11.25101,10.476358
6986405838341822464,11.251285,11.437778
6986301109859276800,11.251327,10.447903
12438043461374203904,11.253986,10.46599
12432260305727543296,11.257359,12.788029
5114089812660606976,11.257366,10.061216
12432261130361264128,11.257873,12.814536
6986296436934858752,11.259193,11.148835
12438044286007924736,11.259609,10.616551
12438034115525367808,11.259739,10.116379
12438042086984669184,11.259943,10.648624
12432255907681032192,11.260462,12.263337
6986405563463915520,11.263235,11.399219
12438045385519552512,11.26351,10.361115
12438034390403274752,11.265949,10.155841
5114103556555954176,11.267208,10.535549
6986293138399975424,11.267694,10.997891
6986292588644161536,11.268523,10.792369
5114104106311768064,11.268645,10.419914
12432254808169404416,11.269159,11.976693
12432258656460101632,11.269587,12.512721
6986297261568579584,11.271244,10.278943
6986301384737183744,11.271458,10.336396
6986293688155789312,11.271796,10.82282
6986292863522068480,11.273152,11.016414
6983066347975759872,11.274224,12.985967
12432254533291497472,11.274734,12.136006
12438042361862576128,11.275409,10.459243
6986406662975543296,11.2756,11.249773
6986295887179044864,11.276235,11.153734
12432256182558939136,11.278229,12.313313
6986291489132533760,11.279591,10.539883
6986405013708101632,11.280343,11.33637
6983064698708318208,11.281387,12.944431
6982878056609503232,11.282512,12.05024
12438042636740483072,11.283431,10.619357
6982883554167642112,11.284757,12.749275
6982878881243224064,11.284953,12.020495
6986287091086022656,11.285961,10.166824
5114090362416420864,11.287382,10.16859
6986289564987185152,11.28767,10.400328
12438046210153273344,11.287679,10.153842
6983067722365294592,11.288367,12.965005
6986398966394148864,11.288786,12.001018
12438042911618390016,11.288887,10.557765
6982879980754851840,11.28909,12.138629
12438043186496296960,11.290042,10.372611
6982875032952526848,11.290196,12.803487
6986290664498812928,11.290391,10.31918
12432258106704287744,11.291082,12.47767
6986291764010440704,11.291336,10.735704
6982865687103690752,11.292188,12.573559
6982872559051364352,11.292932,12.628562
6986402539806939136,11.296249,11.84203
6986296711812765696,11.296839,11.147847
5114105205823395840,11.297506,10.404088
6986406937853450240,11.297535,11.220295
6986411061022054400,11.298663,11.331972
6982881355144386560,11.299242,12.455881
6986297536446486528,11.300626,10.042245
5114089262904793088,11.30098,10.015574
6986401990051125248,11.301821,11.868085
6982879705876944896,11.306868,12.28946
6986300285225555968,11.307744,10.008316
6986293413277882368,11.308078,10.902313
6986387971277871104,11.308379,12.202308
6986397866882521088,11.309492,12.093627
6986291214254626816,11.309796,10.587335
12438046485031180288,11.309904,10.084207
6982874483196712960,11.313051,12.78002
6986410786144147456,11.313098,11.30699
6982879156121131008,11.313958,12.114427
12432257282070566912,11.31427,12.48205
12432257007192659968,11.316759,12.506115
12438043736252110848,11.319036,10.269579
6982870085150201856,11.319613,12.442253
12438044560885831680,11.321758,10.187782
6986385772254615552,11.322366,12.486351
6986289839865092096,11.322421,10.045401
12438045935275366400,11.323725,10.044294
12438044011130017792,11.326246,10.164427
12438046759909087232,11.326619,10.130065
6986286816208115712,11.327739,10.43387
6986290939376719872,11.331346,10.605576
12432253983535683584,11.331994,12.285652
6986406388097636352,11.333282,11.61985
12432257556948473856,11.333773,12.371573
6982880255632758784,11.334179,12.319964
6982876407342061568,11.334369,11.64272
6986411335899961344,11.335219,11.317252
12438044835763738624,11.337685,10.148513
6986285716696487936,11.338897,11.119217
12438047034786994176,11.339729,10.075649
6982877506853689344,11.340476,11.902271
12432253433779869696,11.341382,11.932703
6986397592004614144,11.341889,12.335017
6986397317126707200,11.343657,12.18812
12438054456490481664,11.343852,10.414318
6982873933440899072,11.343965,12.763739
6982877781731596288,11.344405,11.611629
12432258931338008576,11.344481,12.602077
6986409686632519680,11.344484,11.490455
12438047309664901120,11.3452,10.12126
6986288190597650432,11.346096,10.002484
6986400340783683584,11.347334,11.92115
12432259206215915520,11.351067,12.640955
12438045110641645568,11.351797,10.181192
5114102731922233344,11.354714,10.131889
6986289290109278208,11.355485,10.079534
6986290114742999040,11.356658,10.33558
6982880805388572672,11.356948,12.362593
12432255632803125248,11.359959,12.352887
12438058029903271936,11.360144,10.150286
6986396767370893312,11.360788,12.238805
6986398416638334976,11.360821,12.369992
6986409411754612736,11.363992,11.430263
6982873658562992128,11.36421,12.863391
12432258381582194688,11.364247,12.457621
12438053082100946944,11.365246,10.485272
6986287640841836544,11.366088,10.457247
12432249860367079424,11.36652,12.752471
12438057205269551104,11.36861,10.11197
12438057755025364992,11.36984,10.022316
12432248760855451648,11.372235,12.562655
6982877231975782400,11.374856,11.721083
6986287915719743488,11.376368,10.115219
6982874208318806016,11.376789,12.900921
6982870634906015744,11.379171,12.40224
12438057480147458048,11.379762,10.097546
6982860189545551872,11.380803,11.667638
6986400065905776640,11.381583,12.215588
12432250959878707200,11.382117,12.792353
6986285441818580992,11.384571,10.995755
6982860739301365760,11.385177,11.769354
12432254258413590528,11.387153,11.92875
6986398141760428032,11.39211,12.37516
12438053906734667776,11.393488,10.576169
12432256732314753024,11.393749,12.50232
6986411885655775232,11.396511,11.245488
6986412435411589120,11.39672,11.201067
12438054731368388608,11.396959,10.237133
6986409136876705792,11.397301,11.490346
12438058304781178880,11.398745,10.062737
6986285166940674048,11.398792,10.937945
6986281868405790720,11.399434,10.809001
6982880530510665728,11.400273,12.292996
12432255357925218304,11.40043,12.030288
5114102182166419456,11.402611,10.386806
12438055556002109440,11.403416,10.131441
12438055281124202496,11.403999,10.35528
6986280768894162944,11.404449,10.642022
6986289015231371264,11.404873,10.293762
12432250135244986368,11.405413,12.773838
12432247661343823872,11.405557,12.588299
6986286541330208768,11.408196,10.012916
12432249310611265536,11.412664,12.739973
12438056380635830272,11.414022,10.150224
6986401440295311360,11.414121,11.931313
12432257831826380800,11.414798,12.326893
12432251509634521088,11.417432,12.900438
12432247936221730816,11.41866,12.625365
6982874758074619904,11.419727,12.926763
6986290389620905984,11.422467,10.227915
12432255083047311360,11.42543,12.200036
6986399791027869696,11.428176,11.8998
6982871734417643520,11.429518,12.579432
12432243813053126656,11.430582,12.286622
12432253158901962752,11.430758,11.870297
5114102457044326400,11.430813,10.159463
6982876132464154624,11.431215,12.187727
12438054181612574720,11.431302,10.36927
6986396492492986368,11.431941,12.513478
12438055830880016384,11.432516,10.086315
6982864037836249088,11.433093,12.31753
6982859639789737984,11.435449,11.669794
12432251234756614144,11.436036,12.812542
6982862113690900480,11.436565,12.155502
12432244362808940544,11.43688,12.476544
6986398691516241920,11.441067,12.449405
6982861014179272704,11.441073,12.091286
6986285991574394880,11.441233,11.178995
12438056105757923328,11.442027,10.109282
6982861563935086592,11.444669,12.126194
6986397042248800256,11.445972,12.494237
6982871459539736576,11.446479,12.487839
12432242713541498880,11.446592,11.816785
12438056655513737216,11.447719,10.128357
5114103006800140288,11.447828,10.353125
5114103831433861120,11.450757,10.120699
5114104656067581952,11.45091,10.177131
12438056930391644160,11.451346,10.175003
12438053631856760832,11.45139,10.544457
12438055006246295552,11.452481,10.227232
6986396217615079424,11.453765,12.428193
12432244912564754432,11.455149,12.429116
12432249585489172480,11.455319,12.780691
6986277745237186560,11.455543,10.025165
6986282143283697664,11.455619,10.664223
6986408587120891904,11.456216,11.595551
6986400890539497472,11.456305,12.372273
6986281043772069888,11.456462,10.691282
6982873108807178240,11.456494,12.742216
6982872284173457408,11.458357,12.687183
6986284892062767104,11.460159,11.061313
6986278569870907392,11.460772,10.414816
12432250410122893312,11.460977,12.898233
12432242988419405824,11.461727,11.798328
5114105755579209728,11.463582,10.344898
12432246561832196096,11.463775,12.532842
12432247111588009984,11.46386,12.484929
6982871184661829632,11.46464,12.523514
6982859914667644928,11.464698,11.968182
6986283242795325440,11.465099,10.841833
6986411610777868288,11.465546,11.288156
6986284342306953216,11.467002,10.972535
6982870909783922688,11.467256,12.50634
6982875307830433792,11.470562,12.939259
6982863762958342144,11.471719,12.193165
5114106305335023616,11.473419,10.39844
6986401165417404416,11.474493,12.056585
12432246836710103040,11.476176,12.455776
6986412160533682176,11.476282,11.230121
6986277470359279616,11.477278,10.360134
6982841772725786624,11.478796,12.12703
6986283517673232384,11.480491,11.060564
6986276920603465728,11.48052,10.171152
6986400615661590528,11.481516,12.510539
12432245187442661376,11.481546,12.325083
6982863213202528256,11.48312,12.173586
6986413809801123840,11.484071,12.190275
6982861289057179648,11.484815,11.977157
6986283792551139328,11.485111,11.002023
6986282693039511552,11.485535,10.924512
6982870360028108800,11.487392,12.382311
6986280494016256000,11.487968,10.583203
6986427003940657152,11.488336,11.310293
12432249035733358592,11.491665,12.779636
6986281593527883776,11.492635,10.823668
6986276645725558784,11.492909,10.062678
6983076243580409856,11.495851,12.953072
12432246286954289152,11.495951,12.520653
6986407212731357184,11.496991,11.816591
6986410236388333568,11.497231,11.564979
6982873383685085184,11.498152,12.857493
12432244087931033600,11.498977,11.98201
12438068750141642752,11.499797,10.238476
6986280219138349056,11.501528,10.618993
6982872833929271296,11.501758,12.823155
12432248211099637760,11.503409,12.597002
12432244637686847488,11.504975,12.205205
12438068200385828864,11.505381,10.014843
6986284617184860160,11.505926,11.200489
6986414359556937728,11.507533,12.457907
6986284067429046272,11.509721,11.046008
6986281318649976832,11.514808,10.84034
6986279669382535168,11.515498,10.632867
6986278294993000448,11.516355,10.320004
12432243538175219712,11.520355,12.040983
6986282967917418496,11.520598,10.884054
6986416008824379392,11.521522,12.320666
6983075693824595968,11.522037,12.968288
12432243263297312768,11.522626,12.212901
6982864312714156032,11.523019,12.34341
6982866786615318528,11.527707,12.62176
5114103281678047232,11.53136,10.14869
6986410511266240512,11.531821,11.494258
12432245462320568320,11.533416,12.266155
6986407487609264128,11.534064,11.844963
6982869535394387968,11.538307,12.865245
6986278844748814336,11.538588,10.143486
6986409961510426624,11.538851,11.594638
6982859090033924096,11.539797,11.682423
12438068475263735808,11.540887,10.084828
6986282418161604608,11.542767,10.870063
12438064352095131648,11.54669,10.493215
12432238865250801664,11.548307,12.750188
6982868161004853248,11.548319,12.814066
12432242163785684992,11.549522,12.044402
6982862938324621312,11.550813,12.070449
6986407762487171072,11.552892,11.825287
6986414084679030784,11.552942,12.493212
6986408312242984960,11.552961,11.7663
6986414634434844672,11.555589,12.668114
6986273896946489344,11.558145,10.861369
6986274721580210176,11.560196,11.143056
5114101632410605568,11.561069,10.155441
12438069025019549696,11.563631,10.018358
6982863488080435200,11.565975,12.108022
6986417383213914112,11.568727,11.907763
6986408037365078016,11.568867,11.84718
12432246012076382208,11.572946,12.202943
6986278020115093504,11.574294,10.467789
6986274171824396288,11.574521,11.101087
6986272797434861568,11.574623,10.934256
6986412985167403008,11.575777,12.586962
6986416833458100224,11.57592,12.059461
5114104381189675008,11.576541,10.097727
6986414909312751616,11.577498,12.382787
6982843421993228288,11.577576,11.705943
6986279944260442112,11.580092,10.445336
12438066825996294144,11.580184,10.02953
12432245737198475264,11.581896,12.104712
12432242438663591936,11.582262,11.85409
6986271972801140736,11.582613,10.724125
12432237215983360000,11.583187,12.588084
6982865137347876864,11.583659,12.378574
12432233367692662784,11.584011,12.387393
6986417932969728000,11.586505,11.9822
6986423705405773824,11.588195,11.590813
6986425079795308544,11.58824,11.706355
6986427553696471040,11.588246,11.252367
6986428378330191872,11.588858,11.333593
12432239140128708608,11.589286,12.67697
6986275821091837952,11.590931,10.142676
12432238315494987776,11.591095,12.797679
6982862388568807424,11.594166,12.051545
12432238590372894720,11.594544,12.732951
6986417658091821056,11.59539,11.941928
6986412710289496064,11.596399,12.632461
6986270598411606016,11.597913,10.838115
12432236391349639168,11.598765,12.286136
12432240514518243328,11.601161,12.988091
6986427278818564096,11.601292,11.49688
6982865961981597696,11.602659,12.443975
6986272522556954624,11.603919,11.107709
12432234192326383616,11.603965,11.996441
6986413534923216896,11.604209,12.5701
6986415459068565504,11.604467,11.99957
6982844521504856064,11.606064,11.747593
6986417108336007168,11.607351,12.042324
6982843147115321344,11.60864,11.9976
6986413260045309952,11.608781,12.589304
12438067375752108032,11.610061,10.063137
6982868710760667136,11.612548,12.897461
12432239964762429440,11.61278,12.829597
6986279394504628224,11.613259,10.566451
12438067650630014976,11.615668,10.344803
12438064626973038592,11.616667,10.447863
6986266200365094912,11.62205,10.194295
6982867886126946304,11.623452,12.50957
12432240239640336384,11.62537,12.931817
6986427828574377984,11.626865,11.472403
12432237765739173888,11.627387,12.665208
6986424255161587712,11.629297,11.650545
6986277195481372672,11.629869,10.305725
6986269498899978240,11.629893,10.363742
6986419582237169664,11.630786,12.444561
6982845071260669952,11.631328,11.848246
6986416283702286336,11.631996,12.221852
6986269224022071296,11.632183,10.450415
12432235016960104448,11.632326,12.573951
6982864862469969920,11.63283,12.478107
12438067100874201088,11.632871,10.295697
12432231993303128064,11.632931,11.883205
6986271148167419904,11.633378,10.921948
6986273072312768512,11.634653,10.995357
6986270873289512960,11.635808,10.722144
12438064901850945536,11.636018,10.446023
6986424530039494656,11.63771,11.593416
6986426729062750208,11.637838,11.505784
6982869260516481024,11.638639,12.904017
12432233092814755840,11.638943,12.090388
6982866511737411584,11.639148,12.517974
6982865412225783808,11.63918,12.437839
6986416558580193280,11.639534,12.10576
12432232268181035008,11.641905,11.829076
6986271697923233792,11.642186,10.945614
6986425629551122432,11.642196,11.572701
6986424804917401600,11.642384,11.728788
12432235841593825280,11.64257,12.463653
6982867336371132416,11.642889,12.694284
6986423155649959936,11.643941,11.947875
12438066551118387200,11.645593,10.355631
12438064077217224704,11.648518,10.3242
12432236666227546112,11.649236,12.594504
6986422056138332160,11.650351,12.159602
6982864587592062976,11.652702,12.634152
12432236116471732224,11.653441,12.406991
6986273347190675456,11.653602,11.040733
6982842597359507456,11.654665,11.751867
6982868985638574080,11.654775,12.81607
