#Table1
objid,ra,dec
1237678858475864932,10.0010907540375,12.0208924161674
1237678919135199435,10.0011039753421,12.0953115838407
1237678919135199622,10.0011040039299,12.0503909958103
1237678857938993444,10.0011059165353,11.5254920083145
1237678919672070771,10.0011194540753,12.4582344987827
1237679320167350942,10.0011556444156,11.0232298519803
1237678859549606589,10.0011778986664,12.7442852046871
1237679319093674473,10.0011995923828,10.3278751429382
1237678918598328775,10.0012027938374,11.7652865252556
1237678907860582804,10.0012048126329,10.8511923121089
1237678919135199609,10.0012066870049,12.2314296345491
1237678918061457631,10.0012235407068,11.3890629588643
1237678918061457634,10.0012570547596,11.1967222942477
1237679320167350933,10.0012742360361,11.1967315445124
1237678858475864804,10.0012856699512,11.9429572555892
1237678906786906429,10.1302306402937,10.135080067533
1237679319093675039,10.1302450895698,10.2620903185393
1237678907323777927,10.1302602325817,10.4451925969285
1237678858475930176,10.1302637257666,11.8510932744149
1237678918061523198,10.1302690956923,11.3886131765155
1237678918061523591,10.1302758309387,11.333448436517
1237678858475930177,10.130281212141,11.8709360974747
1237679319093675035,10.1302922703514,10.3460987683457
1237678907323777429,10.1303331227786,10.5309867444279
1237678859549671911,10.1303362170152,12.6749522582445
1237679320167416791,10.1303475156985,11.1662096189365
1237678859549671458,10.1303594246405,12.8172483121467
1237679319630545985,10.130372422572,10.7742259530332
1237679319630545986,10.1303986805458,10.7390705644297
1237678906786906428,10.1304107041321,10.1553173176738
1237679320167416682,10.1304331967305,11.0949427806477
1237678907323777432,10.1304367975313,10.4778686618704
1237678920209007319,10.1304428511654,12.9548190467477
1237678919135265237,10.1304547665176,12.1665910894838
1237678919135265234,10.130455697237,12.2176956776672
1237679320167416458,10.1304589373278,11.049299193689
1237678857939059161,10.1304624640097,11.5631882955905
1237678857939059387,10.1304636089218,11.5055738314581
1237678907860648597,10.1304665251446,10.9165377212697
1237678858475930542,10.1304696499109,11.9886444449907
1237679319093674227,10.1304863712098,10.2062108247391
1237678918598394460,10.1305221638866,11.6763532060229
1237678857939059166,10.130522204551,11.5306350001838
1237678920209006788,10.1305266679233,12.9793251128333
1237678906786906317,10.1305480683449,10.1158080955545
1237678918061523203,10.130559990428,11.2480995579859
1237678918598394215,10.1305684786277,11.7530178635741
1237678919672135899,10.1305822833991,12.4589594195259
